Unnamed: 0,name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,Name_Description,eGRID_Name,DOE,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA,yr,SO2_lbs_MD,NOX_lbs_MD,PM_MD_KWH,CO2rate,NOXrate,SO2rate,Status,,
184,ANAHM_2_CANYN4,ngct,SCE,49.4,8.35,8.41,8.48,18,50,1,1,3.17,20.82191781,3458,Canyon Power Plant Unit 4,Canyon Power Plant,57027,0.092,0.006,"1,271.97",0.002,2017,33.3115,13.2275,5.50648,1.058235,0.1002023,0.0053421,all,,
143,LGHTHP_6_ICEGEN,ngct,SCE,48,8.02,8.08,8.15,17,48,1,1,3.17,20.2739726,3360,CARSON COGENERATION COMPANY,Carson Cogeneration Company,10169,,,,,2017,84.67,44.4715,12.63779,1.081572,5.74304,0.0054619,all,,
172,CENTER_6_PEAKER,ngct,SCE,47,11.9,11.97,12.03,17,47,1,1,3.17,19.7260274,3290,Center Peaker,Center Generating Station,56475,0.109,0.007,"1,444.76",0.003,2017,84.67,44.4715,12.63779,1.107216,0.1423798,0.005591,all,,
235,OTAY_6_PL1X2,ngct,SDGE,35.5,19.33,19.39,19.46,8,36,1,1,3.17,15.06849315,2485,Chula Vista Energy Center,Chula Vista Energy Center,55540,0.274,0.013,"2,319.94",0.004,2017,42.4165,13.772,4.557959,2.152354,0.3451732,0.0108677,all,,
114,COLUSA_2_PL1X3,ngct,PGE_valley,641,5.31,5.37,5.44,225,641,1,1,3.17,270.1369863,44870,Colusa Generating Station,Colusa Generating Station,56532,0.033,0.004,858.08,0.002,2017,12.1105,4.30935,1.192814,0.9006613,0.1174098,0.0045467,all,,
191,SENTNL_2_CTG1,ngct,SCE,92.09,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6446.3,CPV Sentinel Unit 1,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
192,SENTNL_2_CTG2,ngct,SCE,92.4,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6468,CPV Sentinel Unit 2,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
193,SENTNL_2_CTG3,ngct,SCE,92.36,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6465.2,CPV Sentinel Unit 3,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
194,SENTNL_2_CTG4,ngct,SCE,91.98,7.63,7.7,7.76,33,92,1,1,3.17,38.90410959,6438.6,CPV Sentinel Unit 4,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
195,SENTNL_2_CTG5,ngct,SCE,91.83,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6428.1,CPV Sentinel Unit 5,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
196,SENTNL_2_CTG6,ngct,SCE,92.16,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6451.2,CPV Sentinel Unit 6,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
197,SENTNL_2_CTG7,ngct,SCE,91.84,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6428.8,CPV Sentinel Unit 7,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
198,SENTNL_2_CTG8,ngct,SCE,91.56,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6409.2,CPV Sentinel Unit 8,"Sentinel Energy Center, LLC",57482,0.106,0.006,"1,218.58",0.002,2017,34.979,9.918,2.940709,0.9316388,0.0988256,0.0047026,all,,
23,LMBEPK_2_UNITA2,ngct,PGE_bay,48,9.46,9.53,9.59,17,48,1,1,3.17,20.21917808,3360,CREED ENERGY CENTER,Creed Energy Center,55625,0.248,0.008,"1,528.05",0.003,2017,25.727,11.021,4.476259,1.033142,0.2512115,0.0052148,all,,
241,ELCAJN_6_UNITA1,ngct,SDGE,45.42,11.9,11.97,12.03,6,46,1,1,3.17,19.17808219,3179.4,Cuyamaca Peak Energy Plant,Cuyamaca Peak Energy,55512,0.128,0.007,"1,328.75",0.003,2017,42.4165,13.772,4.557959,,,,all,,
13,DELTA_2_PL1X4,ngcc,PGE_bay,880,10.22,10.48,10.74,352,880,4,4,2,404.3542435,61600,DELTA ENERGY CENTER (AGGREGATE),"Delta Energy Center, LLC",55333,0.054,0.004,851.165,0.002,2017,35.664,14.8785,7.069397,0.8625395,0.0851945,0.0043545,all,,
9,DUANE_1_PL1X3,ngcc,PGE_bay,147.8,7.86,8.12,8.38,60,148,2,2,2,67.89667897,10346,DONALD VON RAESFELD POWER PLANT,Donald Von Raesfeld,56026,0.049,0.005,944.164,0.002,2017,30.5035,11.2815,4.547334,0.9167376,0.0634909,0.0046285,all,,
246,ELCAJN_6_LM6K,ngct,SDGE,48.1,8.13,8.2,8.26,16,49,1,1,3.17,20.2739726,3367,El Cajon Energy Center,El Cajon Energy Center,57001,0.133,0.007,"1,333.63",0.002,2017,42.4165,13.772,4.557959,0.9737257,0.1424063,0.0049159,all,,
135,ELSEGN_2_UN1011,ngcc,SCE,263,9.29,9.55,9.81,106,263,1,1,2,121.0332103,18410,El Segundo Energy Center 5/6,El Segundo,330,0.042,0.005,"1,013.95",0.002,2017,84.67,44.4715,12.63779,0.934337,0.0526363,0.0047169,all,,
136,ELSEGN_2_UN2021,ngcc,SCE,263.68,9.29,9.55,9.81,106,264,1,1,2,121.0332103,18457.6,El Segundo Energy Center 7/8,El Segundo,330,0.042,0.005,"1,013.95",0.002,2017,84.67,44.4715,12.63779,0.934337,0.0526363,0.0047169,all,,
43,ELKHIL_2_PL1X3,ngcc,PGE_valley,551.7,8.77,9.03,9.3,221,552,2,2,2,253.5055351,38619,ELK HILLS GENERATING PROJECT (AGGREGATE),Elk Hills Power,55400,0.03,0.003,666.686,0.001,2017,6.124,5.6725,1.414905,,,,all,,
254,ESCNDO_6_PL1X2,ngct,SDGE,48.71,7.63,7.7,7.76,38,49,1,1,3.17,20.54794521,3409.7,Escondido Energy Center,"Escondido Energy Center, LLC",55538,0.093,0.006,"1,248.42",0.002,2017,42.4165,13.772,4.557959,0.9556487,0.078559,0.004825,all,,
207,ETIWND_7_UNIT3,ngst,SCE,320,11.26,11.97,12.67,128,320,6,6,2,66.3803681,22400,ETIWANDA UNIT 3,Etiwanda Generating Station,331,,,,,2017,7.5925,6.163,1.339397,1.959332,0.0915456,0.0098918,all,,
208,ETIWND_7_UNIT4,ngst,SCE,320,11.26,11.97,12.67,128,320,6,6,2,66.3803681,22400,ETIWANDA UNIT 4,Etiwanda Generating Station,331,,,,,2017,7.5925,6.163,1.339397,1.959332,0.0915456,0.0098918,all,,
71,BOGUE_1_UNITA1,ngct,PGE_valley,46.3,9.15,9.21,9.28,17,47,1,1,3.17,19.45205479,3241,FEATHER RIVER ENERGY CENTER,Feather River Energy Center,55847,0.913,0.007,"1,464.84",0.003,2017,11.2095,3.9407,1.172481,1.151371,1.513447,0.005814,all,,
50,AGRICO_7_UNIT,ngcc,PGE_valley,50.6,6.64,6.9,7.16,21,51,4,4,2,23.24723247,3542,FRESNO COGEN PLANT,"Fresno Cogeneration Partners, LP",10156,0.022,0.001,271.491,0.002,2017,14.3775,5.5695,1.258577,1.608689,0.2527693,0.0081236,all,,
83,AGRICO_6_PL3N5,ngct,PGE_valley,22.69,8.02,8.08,8.15,8,23,1,1,3.17,9.589041096,1588.3,FRESNO PEAKER PLANT,"Fresno Cogeneration Partners, LP",10156,0.022,0.001,271.491,0.002,2017,14.3775,5.5695,1.258577,1.608689,0.2527693,0.0081236,all,,
3,GATWAY_2_PL1X3,ngcc,PGE_bay,562.5,5.91,6.17,6.43,225,563,1,1,2,258.4870849,39375,Gateway Generating Station,Gateway Generating Station,56476,0.047,0.004,874.837,0.002,2017,35.664,14.8785,7.069397,0.8928472,0.1211833,0.0045074,all,,
18,COCOPP_2_CTG1,ngct,PGE_bay,204.2,8.65,8.71,8.78,72,205,1,1,3.17,86.08219178,14294,GENON MARSH LANDING GEN STATION UNIT 1,Marsh Landing Generating Station,57267,0.083,0.007,"1,397.80",0.003,2017,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060039,all,,
19,COCOPP_2_CTG2,ngct,PGE_bay,202.7,8.65,8.71,8.78,71,203,1,1,3.17,85.45205479,14189,GENON MARSH LANDING GEN STATION UNIT 2,Marsh Landing Generating Station,57267,0.083,0.007,"1,397.80",0.003,2017,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060039,all,,
20,COCOPP_2_CTG3,ngct,PGE_bay,208.96,8.65,8.71,8.78,74,209,1,1,3.17,88.08219178,14627.2,GENON MARSH LANDING GEN STATION UNIT 3,Marsh Landing Generating Station,57267,0.083,0.007,"1,397.80",0.003,2017,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060039,all,,
21,COCOPP_2_CTG4,ngct,PGE_bay,204.29,8.65,8.71,8.78,72,205,1,1,3.17,86.10958904,14300.3,GENON MARSH LANDING GEN STATION UNIT 4,Marsh Landing Generating Station,57267,0.083,0.007,"1,397.80",0.003,2017,35.664,14.8785,7.069397,1.189224,0.0779435,0.0060039,all,,
5,GILROY_1_UNIT,ngcc,PGE_bay,120,6.63,6.89,7.15,48,120,6,6,2,55.12915129,8400,GILROY COGEN,"Gilroy Energy Center, LLC",55810,0.366,0.007,"1,404.61",0.003,2017,30.5035,11.2815,4.547334,1.029633,0.4736562,0.0051978,all,,
27,GILRPP_1_PL3X4,ngct,PGE_bay,46.2,11.9,11.96,12.03,17,47,1,1,3.17,19.45205479,3234,Gilroy Energy Center Unit 3,"Gilroy Energy Center, LLC",55810,0.366,0.007,"1,404.61",0.003,2017,30.5035,11.2815,4.547334,1.029633,0.4736562,0.0051978,all,,
185,GLNARM_7_UNIT1,ngct,SCE,22.07,8.06,8.13,8.19,8,23,1,1,3.17,9.315068493,1544.9,Glen Arm Power Plant 1,Glenarm,422,0.137,0.004,869.306,0.002,2017,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529,all,,
186,GLNARM_7_UNIT2,ngct,SCE,22.3,8.06,8.13,8.19,8,23,1,1,3.17,9.315068493,1561,Glen Arm Power Plant 2,Glenarm,422,0.137,0.004,869.306,0.002,2017,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529,all,,
187,GLNARM_7_UNIT3,ngct,SCE,44.83,8.06,8.13,8.19,16,45,1,1,3.17,18.90410959,3138.1,Glen Arm Power Plant 3,Glenarm,422,0.137,0.004,869.306,0.002,2017,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529,all,,
188,GLNARM_7_UNIT4,ngct,SCE,42.42,8.06,8.13,8.19,15,43,1,1,3.17,17.80821918,2969.4,Glen Arm Power Plant 4,Glenarm,422,0.137,0.004,869.306,0.002,2017,84.67,44.4715,12.63779,1.0351,0.0771572,0.0049529,all,,
234,ESCO_6_GLMQF,ngct,SDGE,49.9,6.97,7.04,7.1,113,50,1,1,3.17,21.09589041,3493,Goal Line Cogen,Goal Line,54749,0.108,0.004,879.319,0.002,2017,42.4165,13.772,4.557959,0.9436475,0.1578654,0.0047656,all,,
24,LMBEPK_2_UNITA3,ngct,PGE_bay,48,9.66,9.73,9.79,17,48,1,1,3.17,20.21917808,3360,GOOSE HAVEN ENERGY CENTER,Goose Haven Energy Center,55627,0.246,0.008,"1,440.30",0.003,2017,25.727,11.021,4.476259,1.043692,0.271559,0.0052686,all,,
173,ETIWND_6_GRPLND,ngct,SCE,46,11.9,11.97,12.03,17,46,1,1,3.17,19.45205479,3220,Grapeland Peaker,Grapeland Generating Station,56472,0.178,0.008,"1,523.80",0.003,2017,7.5925,6.163,1.339397,1.115409,0.142476,0.0056304,all,,
51,GRNLF1_1_UNITS,ngcc,PGE_valley,49.5,6.64,6.9,7.16,20,50,6,6,2,22.87822878,3465,GREENLEAF UNIT #1 (Aggregate),Greenleaf One,10350,0.758,0.004,808.908,0.002,2017,11.2095,3.9407,1.172481,1.118774,1.658721,0.0056501,all,,
84,GRNLF2_1_UNIT,ngct,PGE_valley,63.75,8.02,8.08,8.15,23,64,1,1,3.17,26.84931507,4462.5,GREENLEAF UNIT #2,Greenleaf One,10350,0.758,0.004,808.908,0.002,2017,11.2095,3.9407,1.172481,1.118774,1.658721,0.0056501,all,,
124,HARBGN_7_UNITS,ngcc,SCE,109.01,10.65,10.91,11.17,44,110,4,4,2,50.18450185,7630.7,HARBOR COGEN COMBINED CYCLE PLANT,Harbor Generating Station,399,0.416,0.01,"1,729.55",0.003,2017,84.67,44.4715,12.63779,1.320649,0.3866708,0.0075092,all,,
102,HENRTA_6_UNITA1,ngct,PGE_valley,49.98,7.41,7.47,7.54,18,50,1,1,3.17,21.09589041,3498.6,Henrietta Peaker Plant Unit 1,Henrietta Peaker Plant,55807,0.139,0.007,"1,246.03",0.002,2017,13.3325,5.7175,1.234983,0.9064509,0.1403787,0.0045776,all,,
103,HENRTA_6_UNITA2,ngct,PGE_valley,49.42,7.41,7.47,7.54,18,50,1,1,3.17,20.82191781,3459.4,Henrietta Peaker Plant Unit 2,Henrietta Peaker Plant,55807,0.139,0.007,"1,246.03",0.002,2017,13.3325,5.7175,1.234983,0.9064509,0.1403787,0.0045776,all,,
125,HIDSRT_2_UNITS,ngcc,SCE,830,7.29,7.56,7.82,332,830,4,4,2,381.5498155,58100,HIGH DESERT POWER PROJECT (AGGREGATE),High Desert Power Project,55518,0.064,0.004,889.743,0.002,2017,7.5925,6.163,1.339397,1.07591,0.1419958,0.0054315,all,,
106,HUMBPP_6_UNITS,ngct,PGE_valley,97.62,7.19,7.26,7.32,35,98,1,1,3.17,41.09589041,6833.4,Humboldt Bay Generating Station 1,Humboldt Bay,246,23.255,0.028,"1,027.01",0.002,2010,3.009038,1.129389,0.3072501,,,,all,,
107,HUMBPP_1_UNITS3,ngct,PGE_valley,65.08,7.19,7.26,7.32,23,66,1,1,3.17,27.39726027,4555.6,Humboldt Bay Generating Station 3,Humboldt Bay,246,23.255,0.028,"1,027.01",0.002,2010,3.009038,1.129389,0.3072501,,,,all,,
216,HNTGBH_7_UNIT1,ngst,SCE,225.75,11.19,11.89,12.6,91,226,6,6,2,46.87116564,15802.5,Huntington Beach 1,AES Huntington Beach,335,0.161,0.007,"1,399.57",0.003,2017,33.3115,13.2275,5.50648,,,,all,,
217,HNTGBH_7_UNIT2,ngst,SCE,225.8,11.19,11.89,12.6,91,226,6,6,2,46.87116564,15806,Huntington Beach 2,AES Huntington Beach,335,0.161,0.007,"1,399.57",0.003,2017,33.3115,13.2275,5.50648,,,,all,,
174,INDIGO_1_UNIT1,ngct,SCE,44,11.9,11.97,12.03,16,44,1,1,3.17,18.63013699,3080,Indigo Energy 1,Indigo Generation Facility,55541,0.237,0.007,"1,274.93",0.002,2017,34.979,9.918,2.940709,0.8283814,0.2086528,0.0041822,all,,
175,INDIGO_1_UNIT2,ngct,SCE,44.53,11.9,11.97,12.03,16,45,1,1,3.17,18.90410959,3117.1,Indigo Energy 2,Indigo Generation Facility,55541,0.237,0.007,"1,274.93",0.002,2017,34.979,9.918,2.940709,0.8283814,0.2086528,0.0041822,all,,
176,INDIGO_1_UNIT3,ngct,SCE,43.69,11.9,11.97,12.03,16,44,1,1,3.17,18.35616438,3058.3,Indigo Energy 3,Indigo Generation Facility,55541,0.237,0.007,"1,274.93",0.002,2017,34.979,9.918,2.940709,0.8283814,0.2086528,0.0041822,all,,
132,INLDEM_5_UNIT2,ngcc,SCE,366.32,5.62,5.88,6.14,147,367,1,1,2,168.2656827,25642.4,"Inland Empire Energy Center, L.L.C. Unit 2",Inland Empire Energy Center,55853,0.045,0.004,864.59,0.002,2017,34.979,9.918,2.940709,,,,all,,
131,INLDEM_5_UNIT1,ngcc,SCE,376.2,5.62,5.88,6.14,151,377,2,2,2,172.6937269,26334,"Inland Empire Energy Center, Unit 1",Inland Empire Energy Center,55853,0.045,0.004,864.59,0.002,2017,34.979,9.918,2.940709,,,,all,,
68,KNGCTY_6_UNITA1,ngct,PGE_valley,44.6,9.43,9.49,9.56,16,45,1,1,3.17,18.90410959,3122,King City Energy Center,King City Power Plant,10294,0.003,0,27.643,0.002,2017,12.625,4.59495,1.018351,1.187305,0.6628753,0.0059956,all,,
53,LAPLMA_2_UNIT1,ngcc,PGE_valley,259.8,6,6.26,6.52,104,260,3,3,2,119.5571956,18186,LA PALOMA UNIT 1,La Paloma Generating Plant,55151,0.059,0.005,895.003,0.002,2017,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176,all,,
54,LAPLMA_2_UNIT2,ngcc,PGE_valley,260.2,6,6.26,6.52,105,261,3,3,2,119.5571956,18214,LA PALOMA UNIT 2,La Paloma Generating Plant,55151,0.059,0.005,895.003,0.002,2017,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176,all,,
55,LAPLMA_2_UNIT3,ngcc,PGE_valley,256.15,6,6.26,6.52,103,257,3,3,2,117.7121771,17930.5,LA PALOMA UNIT 3,La Paloma Generating Plant,55151,0.059,0.005,895.003,0.002,2017,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176,all,,
56,LAPLMA_2_UNIT4,ngcc,PGE_valley,259.54,6,6.26,6.52,104,260,2,2,2,119.1881919,18167.8,LA PALOMA UNIT 4,La Paloma Generating Plant,55151,0.059,0.005,895.003,0.002,2017,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176,all,,
65,LMBEPK_2_UNITA1,ngct,PGE_valley,48,9.58,9.65,9.71,17,48,1,1,3.17,20.2739726,3360,LAMBIE ENERGY CENTER,Lambie Energy Center,55626,0.239,0.008,"1,449.06",0.003,2017,25.727,11.021,4.476259,1.05678,0.2533111,0.0053353,all,,
243,LARKSP_6_UNIT1,ngct,SDGE,46.1,11.9,11.97,12.03,22,47,1,1,3.17,19.45205479,3227,Larkspur 1,Larkspur Energy Faciity,55542,0.191,0.006,"1,229.52",0.002,2017,42.4165,13.772,4.557959,0.8143735,0.2186922,0.0041123,all,,
244,LARKSP_6_UNIT2,ngct,SDGE,47.98,11.9,11.97,12.03,18,48,1,1,3.17,20.2739726,3358.6,Larkspur 2,Larkspur Energy Faciity,55542,0.191,0.006,"1,229.52",0.002,2017,42.4165,13.772,4.557959,0.8143735,0.2186922,0.0041123,all,,
99,LIVOAK_1_UNIT1,ngct,PGE_valley,47.49,7.51,7.57,7.64,17,48,1,1,3.17,20,3324.3,LIVE OAK LIMITED,Live Oak Limited,54768,12.148,0.004,841.886,0.002,,,,,0.9410932,9.254732,0.0047418,all,,
57,LODIEC_2_PL1X2,ngcc,PGE_valley,302.58,5.6,5.87,6.13,122,303,1,1,2,139.1143911,21180.6,Lodi Energy Center,Lodi Energy Center,57978,0.042,0.004,843.476,0.002,2017,24.1875,12.3325,3.38229,1.249323,0.0712312,0.006307,all,,
67,STIGCT_2_LODI,ngct,PGE_valley,49.9,9.47,9.53,9.6,18,50,1,1,3.17,21.09589041,3493,Lodi Steam Injected Gas Turbine,Lodi Energy Center,57978,0.042,0.004,843.476,0.002,2017,24.1875,12.3325,3.38229,1.249323,0.0712312,0.006307,all,,
160,HINSON_6_LBECH1,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,Long Beach - Unit 1,Long Beach Generating Station,341,0.57,0.011,"2,101.41",0.004,2017,84.67,44.4715,12.63779,1.82846,1.133632,0.0092313,all,,
161,HINSON_6_LBECH2,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,Long Beach - Unit 2,Long Beach Generating Station,341,0.57,0.011,"2,101.41",0.004,2017,84.67,44.4715,12.63779,1.82846,1.133632,0.0092313,all,,
162,HINSON_6_LBECH3,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,Long Beach - Unit 3,Long Beach Generating Station,341,0.57,0.011,"2,101.41",0.004,2017,84.67,44.4715,12.63779,1.82846,1.133632,0.0092313,all,,
163,HINSON_6_LBECH4,ngct,SCE,65,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550,Long Beach - Unit 4,Long Beach Generating Station,341,0.57,0.011,"2,101.41",0.004,2017,84.67,44.4715,12.63779,1.82846,1.133632,0.0092313,all,,
29,LECEF_1_UNITS,ngct,PGE_bay,294,11.9,11.96,12.03,103,294,1,1,3.17,123.9452055,20580,LOS ESTEROS ENERGY FACILITY (AGGREGATE),Los Esteros Critical Energy Facility,55748,0.05,0.005,998.641,0.002,2017,30.5035,11.2815,4.547334,0.9212071,0.0706475,0.0046511,all,,
10,LMEC_1_PL1X3,ngcc,PGE_bay,561.29,8.36,8.62,8.88,225,562,4,4,2,257.896679,39290.3,LOS MEDANOS ENERGY CENTER (AGGREGATE),"Los Medanos Energy Center, LLC",55217,0.047,0.004,786.743,0.001,2017,35.664,14.8785,7.069397,0.8044344,0.0522766,0.004061,all,,
45,MALAGA_1_PL1X2,ngcc,PGE_valley,96,7.61,7.87,8.13,39,96,2,2,2,44.2804428,6720,Malaga Power Aggregate,Malaga Power,56239,0.168,0.007,"1,250.12",0.002,2017,14.3775,5.5695,1.258577,0.9451465,0.162464,0.0047708,all,,
128,VERNON_6_MALBRG,ngcc,SCE,134,7.86,8.12,8.38,54,134,3,3,2,61.62361624,9380,Malburg Generating Station,Malburg Generating Station,56041,0.066,0.005,985.457,0.002,2017,84.67,44.4715,12.63779,0.9500054,0.0628705,0.0047971,all,,
222,MNDALY_7_UNIT1,ngst,SCE,215,8.87,9.57,10.28,86,215,6,6,2,44.66257669,15050,Mandalay 1,Mandalay Generating Station,345,,,,,2017,18.6465,6.5475,2.061651,1.30609,0.0360369,0.0065946,all,,
223,MNDALY_7_UNIT2,ngst,SCE,215.29,8.87,9.57,10.28,87,216,6,6,2,44.66257669,15070.3,Mandalay 2,Mandalay Generating Station,345,,,,,2017,18.6465,6.5475,2.061651,1.30609,0.0360369,0.0065946,all,,
159,MNDALY_7_UNIT3,ngct,SCE,130,28.33,28.4,28.46,46,130,1,1,3.17,54.79452055,9100,Mandalay 3 GT,Mandalay Generating Station,345,,,,,2017,18.6465,6.5475,2.061651,1.30609,0.0360369,0.0065946,all,,
17,KELSO_2_UNITS,ngct,PGE_bay,196,8.64,8.7,8.77,69,196,1,1,3.17,82.63013699,13720,Mariposa Energy Project,Mariposa Energy Project,57483,0.134,0.007,"1,281.88",0.002,2017,27.8565,11.45,4.988439,0.9615006,0.1222394,0.0055813,all,,
177,MNDALY_6_MCGRTH,ngct,SCE,47.2,11.9,11.97,12.03,17,48,1,1,3.17,20,3304,McGrath Beach Peaker,McGrath Generating Station,56471,0.116,0.006,"1,192.46",0.002,2017,18.6465,6.5475,2.061651,0.9154236,0.1063345,0.0046216,all,,
4,METEC_2_PL1X3,ngcc,PGE_bay,593.16,5.97,6.23,6.49,238,594,2,2,2,272.5461255,41521.2,METCALF ENERGY CENTER,Metcalf Energy Center,55393,0.055,0.004,872.505,0.002,2017,30.5035,11.2815,4.547334,0.882838,0.0915176,0.0044571,all,,
