ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
47602,Non-Participating,Yes,No,,Agnews Power Plant STG,,PGAE,"O.L.S. Energy-Agnews, Inc.",THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,10/19/1990,,,7.6,A
47601,Non-Participating,Yes,No,,Agnews Power Plant CTG,,PGAE,"O.L.S. Energy-Agnews, Inc.",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,10/19/1990,,,24.4,A
103500,Participating Unit,No,No,AGUCAL_5_SOLAR1,Agua Caliente Solar,290,SDGE,"Agua Caliente Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,PGE3,6/10/2014,,,290,A
93500,Participating Unit,Yes,Yes,ADLIN_1_UNITS,Aidlin Power Plant,22,PGAE,Geysers Power Co.,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,,Formerly QF 04G019,,23,A
47900,Non-Participating,Yes,No,,Aidlin Unit 2,,PGAE,Geysers Power Co.,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,5/28/1989,,,,A
47800,Non-Participating,Yes,No,,Aidlin Unit 1,,PGAE,Geysers Power Co.,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,6/16/1989,,,,A
400,Participating Unit,No,No,ALMEGT_1_UNIT 1,Alameda GT Unit 1,23.8,PGAE,NCPA (MSS Agreement - S14),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,1/1/1986,,,25.4,A
500,Participating Unit,No,No,ALMEGT_1_UNIT 2,Alameda GT Unit 2,25.4,PGAE,NCPA (MSS Agreement - S14),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,1/1/1986,,,25.4,A
600,Participating Unit,No,No,ALAMIT_7_UNIT 1,Alamitos 1,174.56,SCE,AES,THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1956,,,175,A
700,Participating Unit,No,No,ALAMIT_7_UNIT 2,Alamitos 2,175,SCE,AES,THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1957,,,176,A
800,Participating Unit,No,No,ALAMIT_7_UNIT 3,Alamitos 3,332.18,SCE,AES,THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1961,,,322,A
900,Participating Unit,No,No,ALAMIT_7_UNIT 4,Alamitos 4,335.67,SCE,AES,THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1962,,,320,A
1000,Participating Unit,No,No,ALAMIT_7_UNIT 5,Alamitos 5,497.97,SCE,AES,THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1999,,,482,A
1100,Participating Unit,No,No,ALAMIT_7_UNIT 6,Alamitos 6,495,SCE,AES,THERMAL,STEAM,NATURAL GAS,SP15,SCE1,1/1/1966,,,481,A
1300,Participating Unit,No,No,ALAMO_6_UNIT,Alamo R (CDWR),17,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1986,,,18,A
125600,Participating Unit,No,No,VICTOR_1_SOLAR2,Alamo Solar,20,SCE,"Alamo Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,5/15/2015,,,20,A
108100,Participating Unit,No,No,ALPSLR_1_SPSSLR,Alpaugh 50 LLC,50,PGAE,"Alpaugh 50, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,3/8/2013,,,50,A
108200,Participating Unit,No,No,ALPSLR_1_NTHSLR,"Alpaugh North, LLC",20,PGAE,"Alpaugh North, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,3/8/2013,,,20,A
107800,Participating Unit,No,No,NEENCH_6_SOLAR,Alpine Solar,66,SCE,NRG Solar Alpine LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,1/18/2013,,,66,A
107200,Participating Unit,Yes,No,ALT6DN_2_WIND7,Alta 2012 Alta Wind 7,168,SCE,"Alta Wind VII, LLC",WIND,WIND,WIND,SP15,SCE1,1/1/2013,,,168,A
117300,Participating Unit,No,No,ALTA6E_2_WIND10,Alta Wind 10,138,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,WIND,SP15,SCE1,,Phased Implementation: 138 MW commercial out of 500 MW total at completion. As of 3/13/2014,,138,A
117400,Participating Unit,No,No,ALTA6B_2_WIND11,Alta Wind 11,90,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,WIND,SP15,SCE1,,Phased Implementation: 90 MW commercial out of 250 MW total at completion. As of 3/17/2014,,90,A
65600,Participating Unit,Yes,No,CHINO_6_SMPPAP,AltaGas Pomona Energy Inc.,44,SCE,AltaGas Pomona Energy Inc.,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,11/18/1985,Formerly SCE QF 2050,,44,A
132600,Participating Unit,Yes,No,ALTWD_1_QF,Altwind,47,SCE,Difwind Farms Limited I,WIND,WIND,WIND,SP15,SCE1,12/18/1985,,,47.08,A
112600,Participating Unit,No,No,ESQUON_6_LNDFIL,Ameresco Butte County LFG Project,2.1,PGAE,"Ameresco Butte County LLC, Ameresco, Inc.,",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,9/27/2012,,,4,A
118200,Participating Unit,Yes,No,CORRAL_6_SJOAQN,Ameresco San Joaquin,4.3,PGAE,Ameresco San Joaquin LLC,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,4/24/2014,,,4.3,A
136100,Participating Unit,No,No,BIGSKY_2_SOLAR1,Antelope Big Sky Ranch,20,SCE,Antelope Big Sky Ranch LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,PAS1,8/16/2016,,,20,A
108300,Participating Unit,No,No,GLOW_6_SOLAR,Antelope Power Plant,20,SCE,"TA-High Desert, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,3/25/2013,,,20,A
110500,Participating Unit,No,No,ARLVAL_5_SOLAR,Arlington Valley Solar Energy II,127,SDGE,"Arlington Valley Solar Energy II, LLC",PSEUDO TIE,PHOTO VOLTAIC,SUN,SP15,SDG1,10/28/2013,,,127,C
136800,Participating Unit,No,No,ASTORA_2_SOLAR1,Astoria 1,100,PGAE,RE Astoria LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,10/18/2016,,,100,A
136900,Participating Unit,No,No,ASTORA_2_SOLAR2,Astoria 2,75,PGAE,RE Astoria 2 LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,10/31/2016,,,75,A
108000,Participating Unit,No,No,ATWELL_1_SOLAR,Atwell Island PV Solar Generating Faci.,20,PGAE,"SPS Atwell Island, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,3/8/2013,,,20,A
124500,Participating Unit,No,No,ATWEL2_1_SOLAR1,Atwell West,20,PGAE,"CED Atwell Island West, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,6/11/2015,,,20,A
101600,Participating Unit,No,No,AVENAL_6_AVPARK,Avenal Park Solar Project,6,PGAE,Avenal Park LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,8/5/2011,,,6,A
35900,Participating Unit,Yes,No,BDGRCK_1_UNITS,BADGER CREEK LIMITED,47.49,PGAE,Badger Creek Limited,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,4/1/1991,,,58.48,A
36000,Participating Unit,No,No,VOLTA_6_BAILCK,BAILEY CREEK RANCH,0.63,PGAE,"Bailey Creek Hydroelectric, Inc.",HYDRO,HYDRO,WATER,NP15,PGE3,5/26/1982,Formerly PGE QF 13H119.,,0.63,A
36300,Participating Unit,Yes,Yes,BARRE_2_QF,BARRE AREA LUMPED UNITS,0.2,SCE,VARIOUS,VARIOUS,,,SP15,SCE1,1/1/1994,,,0.37,A
36302,Non-Participating,Yes,No,,CITY OF SANTA ANA,,SCE,4054,HYDRO,,,SP15,SCE1,6/30/1985,,,0.2,A
2200,Participating Unit,Yes,No,RICHMN_7_BAYENV,BAY EVIRONMENTAL MANAGEMENT,2.5,PGAE,Bay Environmental Mgt. (formerly 01P070),BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1/1/1985,,,3,A
36500,Participating Unit,Yes,No,BEARMT_1_UNIT,BEAR MOUNTAIN LIMITED,47.49,PGAE,BEAR MOUNTAIN LIMITED,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,4/3/1995,"QF Conversion, Formerly PGE QF 25C251",,58.48,A
2700,Participating Unit,No,No,UNVRSY_1_UNIT 1,BERRY COGEN 38,38,PGAE,Berry Petroleum Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1/1/1986,PGE QF 25C099A,,37.2,A
2600,Participating Unit,Yes,No,TANHIL_6_SOLART,BERRY PETROLEUM COGEN 18,17,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1/1/1986,PGE QF 25C151A,,6,A
2900,Participating Unit,No,Yes,BIGCRK_2_EXESWD,BIG CREEK HYDRO PROJECT PSP,820,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,820,A
2923,Non-Participating,No,No,BGCRK1_7_PORTAL,Big Creek - Portal Unit,10.8,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1956,,,10.8,A
2901,Non-Participating,No,No,BGCRK1_7_UNIT 1,Big Creek PH 1 Unit 1,19.8,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,19.8,A
2902,Non-Participating,No,No,BGCRK1_7_UNIT 2,Big Creek PH 1 Unit 2,15.8,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,15.75,A
2903,Non-Participating,No,No,BGCRK1_7_UNIT 3,Big Creek PH 1 Unit 3,21.6,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1923,,,21.6,A
2904,Non-Participating,No,No,BGCRK1_7_UNIT 4,Big Creek PH 1 Unit 4,31.2,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1925,,,31.2,A
2905,Non-Participating,No,No,BGCRK2_7_UNIT 1,Big Creek PH 2 Unit 1,55,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1928,,,55,A
2906,Non-Participating,No,No,BGCRK2_7_UNIT 2,Big Creek PH 2 Unit 2,55,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1928,,,55,A
2907,Non-Participating,No,No,BGCRK2_7_UNIT 3,Big Creek PH 2 Unit 3,15.8,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,15.75,A
2908,Non-Participating,No,No,BGCRK2_7_UNIT 4,Big Creek PH 2 Unit 4,15.8,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1914,,,15.75,A
2909,Non-Participating,No,No,BGCRK2_7_UNIT 5,Big Creek PH 2 Unit 5,17.5,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1921,,,17.5,A
2910,Non-Participating,No,No,BGCRK2_7_UNIT 6,Big Creek PH 2 Unit 6,17.5,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1925,,,17.5,A
2911,Non-Participating,No,No,BGCRK3_7_UNIT 1,Big Creek PH 3 Unit 1,34,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1923,,,34,A
2912,Non-Participating,No,No,BGCRK3_7_UNIT 2,Big Creek PH 3 Unit 2,34,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1923,,,34,A
2913,Non-Participating,No,No,BGCRK3_7_UNIT 3,Big Creek PH 3 Unit 3,34,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1923,,,34,A
2914,Non-Participating,No,No,BGCRK3_7_UNIT 4,Big Creek PH 3 Unit 4,36,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1948,,,36,A
2915,Non-Participating,No,No,BGCRK3_7_UNIT 5,Big Creek PH 3 Unit 5,36.5,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1980,,,36.45,A
2916,Non-Participating,No,No,BGCRK4_7_UNIT 1,Big Creek PH 4 Unit 1,50,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1951,,,50,A
2917,Non-Participating,No,No,BGCRK4_7_UNIT 2,Big Creek PH 4 Unit 2,50,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1951,,,50,A
2918,Non-Participating,No,No,BGCRK8_7_UNIT 1,Big Creek PH 8 Unit 1,30,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1921,,,30,A
2919,Non-Participating,No,No,BGCRK8_7_UNIT 2,Big Creek PH 8 Unit 2,45,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1929,,,45,A
2921,Non-Participating,No,No,MAMMTH_7_UNIT 1,Big Creek - Mammoth Pool Unit 1,95,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1960,,,95,A
2922,Non-Participating,No,No,MAMMTH_7_UNIT 2,Big Creek - Mammoth Pool Unit 2,95,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1960,,,95,A
3000,Participating Unit,Yes,No,GRSCRK_6_BGCKWW,BIG CREEK WATER WORKS,5,PGAE,"Big Creek Water Works, LTD.",HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1987,,,5,A
3100,Participating Unit,No,Yes,BISHOP_1_ALAMO,"BISHOP CREEK PLANTS 2, 5 & 6 (AGGREGATE)",13.4,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1908,,,14.18,A
3101,Non-Participating,No,No,,Bishop Creek Plant 2 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1908,,,2.73,A
3102,Non-Participating,No,No,,Bishop Creek Plant 2 Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1908,,,2.73,A
3106,Non-Participating,No,No,,Bishop Creek Plant 6 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,2.2,A
3104,Non-Participating,No,No,,Bishop Creek Plant 5 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1943,,,2,A
3105,Non-Participating,No,No,,Bishop Creek Plant 5 Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1919,,,1.8,A
3103,Non-Participating,No,No,,Bishop Creek Plant 2 Unit 3,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1911,,,2.73,A
3200,Participating Unit,No,Yes,BISHOP_1_UNITS,BISHOP CREEK PLANTS 3 & 4 (AGGREGATE),15.8,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1905,,,15.9,A
3201,Non-Participating,No,No,,Bishop Creek Plant 3 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,2.6,A
3202,Non-Participating,No,No,,Bishop Creek Plant 3 Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,2.6,A
3203,Non-Participating,No,No,,Bishop Creek Plant 3 Unit 3,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1913,,,2.7,A
3208,Non-Participating,No,No,,Bishop Creek Plant 4 Unit 5,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1909,,,2,A
3205,Non-Participating,No,No,,Bishop Creek Plant 4 Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1905,,,1,A
3206,Non-Participating,No,No,,Bishop Creek Plant 4 Unit 3,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1906,,,2,A
3207,Non-Participating,No,No,,Bishop Creek Plant 4 Unit 4,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1907,,,2,A
3204,Non-Participating,No,No,,Bishop Creek Plant 4 Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1905,,,1,A
42900,Participating Unit,No,Yes,BLM_2_UNITS,"BLM Units 7, 8, and 9",72,SCE,Coso Energy Developers,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/5/1988,"QF Conversion, was SCE QF 3030",,99.9,A
42901,Non-Participating,Yes,No,BLM E_2_UNIT 7,BLM East Unit 7,24,SCE,Coso Energy Developers,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/5/1988,,,33.3,A
42902,Non-Participating,Yes,No,BLM E_2_UNIT 8,BLM East Unit 8,24,SCE,Coso Energy Developers,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/5/1988,,,33.3,A
42903,Non-Participating,Yes,No,BLM W_2_UNIT 9,BLM West Unit 9,24,SCE,Coso Energy Developers,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/5/1988,,,33.3,A
37200,Participating Unit,Yes,Yes,BORDEN_2_QF,BORDEN AREA LUMPED QF UNITS,2,PGAE,Madera ID,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1985,,,2,A
3400,Participating Unit,No,No,BORDER_6_UNITA1,BORDER,51.25,SDGE,CalPeak Power LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,10/26/2001,,,49.96,A
3500,Participating Unit,No,Yes,MONLTH_6_BOREL,BOREL HYDRO PLANT (AGGREGATE),11,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,,,12,A
3501,Non-Participating,No,No,,Borel Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,,,3,A
3503,Non-Participating,No,No,,Borel Unit 3,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1932,,,6,A
3502,Non-Participating,No,No,,Borel Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,,,3,A
1700,Participating Unit,Yes,No,HINSON_6_CARBGN,BP WILMINGTON CALCINER,30,SCE,Tesoro Refining and Marketing Company LLC,COGENERATION,STEAM,HEAT RECOVERY,SP15,SCE1,1/1/1982,,,35.8,A
3900,Participating Unit,No,Yes,BUCKCK_7_PL1X2,BUCKS CREEK PH (AGGREGATE),59,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1928,,NF Feather River,59,A
3901,Non-Participating,No,No,BUCKCK_7_UNIT 1,Bucks Creek Unit #1,33,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1928,,NF Feather River,33,A
3902,Non-Participating,No,No,BUCKCK_7_UNIT 2,Bucks Creek Unit #2,32.5,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1928,,NF Feather River,32.5,A
37400,Participating Unit,No,No,WNDMAS_2_UNIT 1,"BUENA VISTA ENERGY, LLC",38,PGAE,"Buena Vista Energy, LLC",WIND,WIND,WIND,NP15,PGE3,12/24/1983,Formerly PGE QF 01W001,,38,A
37500,Participating Unit,Yes,No,BURNYF_2_UNIT 1,BURNEY FOREST PRODUCTS,35.7,PGAE,Pacific Gas & Electric Company,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,10/17/1989,PGE QF 13C038,,35.7,A
1800,Participating Unit,Yes,No,VALLEY_7_BADLND,Badlands Landfill Gas to Energy Facility,1.3,SCE,Riverside County Waste Management Dept,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,8/7/2001,,,1.2,A
36100,Participating Unit,Yes,No,BRDGVL_7_BAKER,Baker Station Hydro,1.49,PGAE,"Baker Station Associates, LP",HYDRO,HYDRO,WATER,NP15,PGE3,12/10/1987,Was PGE QF 19H002,,1.5,A
126200,Participating Unit,No,No,BKRFLD_2_SOLAR1,Bakersfield 111,1.38,PGAE,"Bakersfield 111, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,7/28/2015,,,1.4,A
1900,Participating Unit,No,No,BALCHS_7_UNIT 1,Balch 1,33,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1927,,Kings River,34,A
2000,Participating Unit,No,No,BALCHS_7_UNIT 2,Balch 2,52.5,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1958,,Kings River,52.5,A
2100,Participating Unit,No,No,BALCHS_7_UNIT 3,Balch 3,54.6,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1958,,Kings River,54.6,A
95500,Participating Unit,No,Yes,BARRE_6_PEAKER,Barre Peaker,47,SCE,SCE,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,9/20/2007,,,49,A
71900,Participating Unit,Yes,No,TKOPWR_6_HYDRO,Bear Creek Hydroelectric Project,2.83,PGAE,"Enel Green Power North America, Inc.",HYDRO,HYDRO,WATER,NP15,PGE3,1/15/1986,Formerly PGE QF 13H040,,3.2,A
116900,Participating Unit,No,No,LOCKFD_1_BEARCK,Bear Creek Solar,1.5,PGAE,Ecos Energy LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2/5/2014,,,1.5,A
2300,Participating Unit,No,No,BEARDS_7_UNIT 1,Beardsley Hydro,11.5,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1957,,Stanislaus River,11.5,A
2400,Participating Unit,No,No,BELDEN_7_UNIT 1,Belden PH,119,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1969,,NF Feather River,119,A
