ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Capacity (MW),PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate,Segment1,Segment2,Segment3,MinCap,RampRate,MinUP,MinDOWN,VariableO&M,NoLOAD (x Fuel Price),StartCost
29200,Participating Unit,Yes,Yes,SHELRF_1_UNITS,Martinez Refining Company (Aggregate),100,PGAE,Martinez Refining Co.,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,1/1/1995,,100,A,,10.26152133,8.873202778,9.134148518,9.395094257,40,100,5,5,2,124.5335279,7000
84100,Participating Unit,No,Yes,ELKHIL_2_PL1X3,ELK HILLS GENERATING PROJECT (AGGREGATE),551.7,PGAE,Elk Hills Power,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,7/24/2003,,610,A,,10.16233112,8.774012562,9.034958302,9.295904041,221,552,2,2,2,687.0514734,38619
20100,Participating Unit,No,Yes,LMEC_1_PL1X3,LOS MEDANOS ENERGY CENTER (AGGREGATE),561.29,PGAE,Calpine,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,6/9/2001,,519.99,A,,9.75,8.361681446,8.622627186,8.883572926,225,562,4,4,2,698.9942387,39290.3
47600,Participating Unit,Yes,Yes,CALPIN_1_AGNEW,Agnews Power Plant,28,PGAE,"O.L.S. Energy-Agnews, Inc.",NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,10/19/1990,,32,A,,9.441159568,8.052841015,8.313786755,8.574732494,12,28,5,5,2,34.86938781,1960
91400,Participating Unit,No,Yes,DUANE_1_PL1X3,DONALD VON RAESFELD POWER PLANT,147.8,PGAE,City of Santa Clara DBA Silicon Valley Power ,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,NCP1,3/24/2005,,154.4,A,,9.248566127,7.860247574,8.121193313,8.382139053,60,148,2,2,2,184.0605542,10346
91600,Participating Unit,No,Yes,MALAGA_1_PL1X2,Malaga Power Aggregate,96,PGAE,"Malaga Power, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,9/19/2005,,121,A,,9,7.611681446,7.872627186,8.133572926,39,96,2,2,2,119.5521868,6720
34200,Participating Unit,Yes,No,CHEVCO_6_UNIT 2,AERA ENERGY LLC. (Coalinga),12.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,6/3/1988,,12.5,A,,8.518093945,7.129775391,7.390721131,7.651666871,5,13,6,6,2,15.56669099,875
39900,Participating Unit,No,Yes,STOILS_1_UNITS,CHEVRON RICHMOND REFINERY,113.9,PGAE,Chevron Products Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,8/31/1992,,155,A,,8.51,7.121681446,7.382627186,7.643572926,46,114,5,5,2,141.8436883,7973
41100,Participating Unit,Yes,Yes,CLRMTK_1_QF,CLAIRMONT AREA LUMPED QF UNITS,1.25,PGAE,VARIOUS,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,12/5/1983,,1.25,A,,8.51,7.121681446,7.382627186,7.643572926,1,2,6,6,2,1.556669099,87.5
57500,Participating Unit,Yes,Yes,MISSIX_1_QF,MISSIX AREA (SAB FRABCUSCI) LUMPED QF UNITS,1,PGAE,VARIOUS,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE2,1/1/1987,,13,A,,8.51,7.121681446,7.382627186,7.643572926,1,1,6,6,2,1.245335279,70
38000,Participating Unit,Yes,Yes,BASICE_2_UNITS,CALPINE AMERICAN I COGEN (Aggregate),135,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,3/14/1989,,135,A,,8.02602874,6.637710187,6.898655927,7.159601666,54,135,5,5,2,168.1202627,9450
11600,Participating Unit,No,Yes,AGRICO_7_UNIT,FRESNO COGEN PLANT,50.6,PGAE,"Fresno Cogeneration Partners, LP",NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,1/1/2001,,54,A,,8.02602874,6.637710187,6.898655927,7.159601666,21,51,4,4,2,63.01396511,3542
48100,Participating Unit,Yes,Yes,GILROY_1_UNIT,GILROY COGEN,120,PGAE,"Calpine Gilroy Cogen, L.P.",NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,1/1/1987,,140,A,,8.02602874,6.637710187,6.898655927,7.159601666,48,120,6,6,2,149.4402335,8400
42300,Participating Unit,Yes,Yes,CONTAN_1_UNIT,Graphic Packaging Cogen,27.7,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,CSC1,,,27.8,A,,8.02602874,6.637710187,6.898655927,7.159601666,12,28,1,1,2,34.49578723,1939
49100,Participating Unit,Yes,Yes,GRNLF1_1_UNITS,GREENLEAF UNIT #1 (Aggregate),49.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,1/11/1989,,69,A,,8.02602874,6.637710187,6.898655927,7.159601666,20,50,6,6,2,61.64409631,3465
55100,Participating Unit,No,Yes,TIDWTR_2_UNITS,Martinez Cogen Limited Partnership,114.8,PGAE,Martinez Cogen Limited Partnership (MCLP),NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,2/23/1987,,99.9,A,,8.02602874,6.637710187,6.898655927,7.159601666,46,115,6,6,2,142.96449,8036
105600,Participating Unit,No,Yes,SCHLTE_1_PL1X3,Tracy Combined Cycle Power Plant,332.28,PGAE,GWF Energy LLC,NATURAL GAS,COMBINED CYCLE,PEAKER,NP15,PGE3,10/31/2012,,332.28,A,,7.718079976,6.329761423,6.590707163,6.851652902,133,333,1,1,2,413.8000065,23259.6
82000,Participating Unit,No,No,LAPLMA_2_UNIT 1,LA PALOMA UNIT 1,259.8,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,1/10/2003,,255.6,A,,7.386805875,5.998487322,6.259433062,6.520378802,104,260,3,3,2,323.5381055,18186
82400,Participating Unit,No,No,LAPLMA_2_UNIT 2,LA PALOMA UNIT 2,260.2,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,3/5/2003,,255.6,A,,7.386805875,5.998487322,6.259433062,6.520378802,105,261,3,3,2,324.0362396,18214
82100,Participating Unit,No,No,LAPLMA_2_UNIT 3,LA PALOMA UNIT 3,256.15,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,1/13/2003,,255.6,A,,7.386805875,5.998487322,6.259433062,6.520378802,103,257,3,3,2,318.9926317,17930.5
82500,Participating Unit,No,No,LAPLMA_2_UNIT 4,LA PALOMA UNIT 4,259.54,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,3/5/2003,,255.6,A,,7.386805875,5.998487322,6.259433062,6.520378802,104,260,2,2,2,323.2143183,18167.8
91800,Participating Unit,No,Yes,METEC_2_PL1X3,METCALF ENERGY CENTER,593.16,PGAE,Calpine,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,5/27/2005,,617,A,,7.360981711,5.972663157,6.233608897,6.494554637,238,594,2,2,2,738.6830741,41521.2
96900,Participating Unit,No,No,GATWAY_2_PL1X3,Gateway Generating Station,562.5,PGAE,PG&E,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,1/4/2009,,619,A,,7.303603257,5.915284704,6.176230443,6.437176183,225,563,1,1,2,700.5010944,39375
110400,Participating Unit,No,Yes,LODIEC_2_PL1X2,Lodi Energy Center,302.58,PGAE,NCPA,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE2,11/27/2012,,284,A,,6.992718037,5.604399484,5.865345224,6.126290963,122,303,1,1,2,376.8135487,21180.6
7200,Participating Unit,No,No,CROKET_7_UNIT,CROCKETT COGEN,240,PGAE,PG&E,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,12/20/1995,,240,A,,5.754121092,4.365802538,4.626748278,4.887694018,96,240,5,5,2,298.8804669,16800
13700,Participating Unit,No,No,CSCGNR_1_UNIT 1,Gianera GT 1,24.75,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,CSC1,1/1/1987,,24.75,A,,32.75949367,30.84860561,30.91363037,30.97865513,9,25,1,1,3.17,38.08772538,1732.5
13800,Participating Unit,No,No,CSCGNR_1_UNIT 2,Gianera GT 2,24.75,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,CSC1,1/1/1986,,24.75,A,,32.75949367,30.84860561,30.91363037,30.97865513,9,25,1,1,3.17,38.08772538,1732.5
67600,Participating Unit,No,Yes,CSCCOG_1_UNIT 1,SANTA CLARA COGEN,7,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,CSC1,1/1/1981,,7,A,,20.32924971,18.41836164,18.4833864,18.54841117,3,7,1,1,3.17,10.77228597,490
61900,Participating Unit,No,No,OROVIL_6_UNIT,OROVILLE COGEN,7.5,PGAE,"Oroville Cogeneration, LP",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/18/1989,,7.5,A,,17.26745022,15.35656216,15.42158692,15.48661168,3,8,1,1,3.17,11.54173496,525
19700,Participating Unit,No,No,LODI25_2_UNIT 1,LODI GAS TURBINE,25.3,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1986,,25.4,A,,15.85352336,13.94263529,14.00766005,14.07268482,9,26,1,1,3.17,38.93411928,1771
95800,Participating Unit,No,Yes,PALALT_7_COBUG,Cooperatively Owned Back Up Generator,4.5,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,10/15/2007,,4.8,A,,13.8123968,11.90150874,11.9665335,12.03155826,2,5,1,1,3.17,6.925040978,315
13900,Participating Unit,No,No,GILRPP_1_PL3X4,Gilroy Energy Center Unit 3,46.2,PGAE,CALPINE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,2/28/2002,,49.9,A,,13.8123968,11.90150874,11.9665335,12.03155826,17,47,1,1,3.17,71.09708737,3234
14000,Participating Unit,No,Yes,GILRPP_1_PL1X2,GILROY ENERGY CENTER UNITS 1 & 2 (AGGREGATE),95.4,PGAE,CALPINE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/29/2002,,99.8,A,,13.8123968,11.90150874,11.9665335,12.03155826,34,96,1,1,3.17,146.8108687,6678
14400,Participating Unit,No,Yes,GWFPWR_1_UNITS,GWF HEP PEAKER PLANT (AGGREGATE),98.46,PGAE,"GWF Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,8/27/2001,,96,A,,13.8123968,11.90150874,11.9665335,12.03155826,35,99,1,1,3.17,151.5198966,6892.2
82700,Participating Unit,No,Yes,LECEF_1_UNITS,LOS ESTEROS ENERGY FACILITY (AGGREGATE),294,PGAE,Calpine,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,7/31/2013,,319.6,A,,13.8123968,11.90150874,11.9665335,12.03155826,103,294,1,1,3.17,452.4360106,20580
32800,Participating Unit,No,No,VACADX_1_UNITA1,Vaca Dixon Peaker Plant,50.61,PGAE,"CalPeak Power - Vaca Dixon, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,6/21/2002,,48.49,A,,13.8123968,11.90150874,11.9665335,12.03155826,18,51,1,1,3.17,77.88362753,3542.7
24600,Participating Unit,No,Yes,PNOCHE_1_PL1X2,WELLHEAD - PANOCHE PEAKER,49.97,PGAE,Wellhead Power Panoche,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,6/14/2005,,49.35,A,,13.8123968,11.90150874,11.9665335,12.03155826,18,50,1,1,3.17,76.89873282,3497.9
400,Participating Unit,No,No,ALMEGT_1_UNIT 1,Alameda GT Unit 1,23.8,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1986,,25.4,A,,13.39780787,11.4869198,11.55194456,11.61696932,9,24,1,1,3.17,36.62577228,1666
500,Participating Unit,No,No,ALMEGT_1_UNIT 2,Alameda GT Unit 2,25.4,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1986,,25.4,A,,13.39780787,11.4869198,11.55194456,11.61696932,9,26,1,1,3.17,39.08800908,1778
93200,Participating Unit,Yes,Yes,FELLOW_7_QFUNTS,FELLOW QF UNIT AGGREGATE,10.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,THERMAL,ZP26,PGE4,6/1/2006,,17.25,A,,12.99839663,11.08750857,11.15253333,11.21755809,4,11,1,1,3.17,16.15842895,735
34000,Participating Unit,No,No,YUBACT_6_UNITA1,Yuba City Energy Center,46,PGAE,"Yuba City Energy Center, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,7/26/2002,,49.9,A,,12.75305614,10.84216808,10.90719284,10.9722176,17,46,1,1,3.17,70.78930777,3220
81900,Participating Unit,No,No,LMBEPK_2_UNITA3,GOOSE HAVEN ENERGY CENTER,48,PGAE,Goose Haven Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/6/2003,,49.9,A,,11.58009817,9.669210105,9.734234867,9.799259629,17,48,1,1,3.17,73.86710377,3360
82200,Participating Unit,No,No,LMBEPK_2_UNITA1,LAMBIE ENERGY CENTER,48,PGAE,Lambie Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/6/2003,,49.9,A,,11.49390919,9.583021126,9.648045888,9.71307065,17,48,1,1,3.17,73.86710377,3360
27500,Participating Unit,No,Yes,REDBLF_6_UNIT,RED BLUFF PEAKER PLANT,44,PGAE,"California Power Holdings, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,8/11/2001,,44,A,,11.38836979,9.47748172,9.542506482,9.607531244,16,44,1,1,3.17,67.71151178,3080
19800,Participating Unit,No,No,STIGCT_2_LODI,Lodi Steam Injected Gas Turbine,49.9,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1996,,51.2,A,,11.38,9.469111935,9.534136697,9.599161459,18,50,1,1,3.17,76.79100996,3493
81700,Participating Unit,No,No,LMBEPK_2_UNITA2,CREED ENERGY CENTER,48,PGAE,Creed Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/6/2003,,49.9,A,,11.37826087,9.467372804,9.532397566,9.597422328,17,48,1,1,3.17,73.86710377,3360
19100,Participating Unit,No,No,KNGCTY_6_UNITA1,King City Energy Center,44.6,PGAE,CALPINE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/14/2002,,49.9,A,,11.33939146,9.428503399,9.493528161,9.558552923,16,45,1,1,3.17,68.63485058,3122
65700,Participating Unit,Yes,No,SMPRIP_1_SMPSON,Ripon Cogeneration Unit 1,46.05,PGAE,Veresen U.S. Power Inc.,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,4/19/1988,,49.5,A,,11.27629303,9.365404967,9.430429729,9.495454492,17,47,1,1,3.17,70.86625267,3223.5
82600,Participating Unit,No,No,WOLFSK_1_UNITA1,WOLFSKILL ENERGY CENTER,46.9,PGAE,"Wolfskill Energy Center, LLC (Calpine)",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,3/22/2003,,49.9,A,,11.22265993,9.311771862,9.376796624,9.441821386,17,47,1,1,3.17,72.17431597,3283
83000,Participating Unit,No,No,RVRVEW_1_UNITA1,RIVERVIEW ENERGY CENTER,48.7,PGAE,Riverview Energy Center LLC,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,5/2/2003,,49.9,A,,11.22073251,9.309844444,9.374869206,9.439893968,18,49,1,1,3.17,74.94433236,3409
81800,Participating Unit,No,No,BOGUE_1_UNITA1,FEATHER RIVER ENERGY CENTER,46.3,PGAE,Feather River Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,12/23/2002,,49.9,A,,11.05756142,9.146673356,9.211698118,9.27672288,17,47,1,1,3.17,71.25097717,3241
100,Participating Unit,No,Yes,KERNRG_1_UNITS,South Belridge Cogen Facility,55.2,PGAE,AERA ENERGY LLC,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/1/1985,,69.6,A,,10.93253358,9.021645513,9.086670275,9.151695038,20,56,1,1,3.17,84.94716933,3864
50400,Participating Unit,Yes,No,SIERRA_1_UNITS,HIGH SIERRA LIMITED,52.43,PGAE,HIGH SIERRA LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,2/24/1989,,48.08,A,,10.75731802,8.846429951,8.911454713,8.976479475,19,53,1,1,3.17,80.68442188,3670.1
5200,Participating Unit,No,Yes,CHWCHL_1_UNIT,CHOW 2 PEAKER PLANT,48.6,PGAE,"California Power Holdings, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,6/13/2001,,48.6,A,,10.61880947,8.707921406,8.772946168,8.83797093,18,49,1,1,3.17,74.79044256,3402
44900,Participating Unit,Yes,No,DOUBLC_1_UNITS,DOUBLE C LIMITED,52.23,PGAE,DOUBLE C LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,3/14/1989,,48.08,A,,10.59495669,8.68406862,8.749093382,8.814118144,19,53,1,1,3.17,80.37664228,3656.1
52700,Participating Unit,No,No,KERNFT_1_UNITS,KERN FRONT LIMITED,52.4,PGAE,KERN FRONT LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/7/1989,,60,A,,10.57651665,8.665628582,8.730653344,8.795678106,19,53,1,1,3.17,80.63825494,3668
127800,Participating Unit,No,Yes,PLMSSR_6_HISIER,High Sierra Cogeneration Aggregate,6,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,NCP1,4/22/2010,,6,A,,10.575,8.664111935,8.729136697,8.794161459,3,6,1,1,3.17,9.233387971,420
109400,Participating Unit,No,No,COCOPP_2_CTG1,GENON MARSH LANDING GEN STATION UNIT 1,204.2,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516,8.652217093,8.717241856,8.782266618,72,205,1,1,3.17,314.2429706,14294
109500,Participating Unit,No,No,COCOPP_2_CTG2,GENON MARSH LANDING GEN STATION UNIT 2,202.7,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516,8.652217093,8.717241856,8.782266618,71,203,1,1,3.17,311.9346236,14189
109600,Participating Unit,No,No,COCOPP_2_CTG3,GENON MARSH LANDING GEN STATION UNIT 3,208.96,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516,8.652217093,8.717241856,8.782266618,74,209,1,1,3.17,321.5681251,14627.2
109700,Participating Unit,No,No,COCOPP_2_CTG4,GENON MARSH LANDING GEN STATION UNIT 4,204.29,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516,8.652217093,8.717241856,8.782266618,72,205,1,1,3.17,314.3814714,14300.3
105300,Participating Unit,No,Yes,KELSO_2_UNITS,Mariposa Energy Project,196,PGAE,"Mariposa Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,10/1/2012,,195.9,A,,10.55419221,8.643304143,8.708328905,8.773353667,69,196,1,1,3.17,301.624007,13720
44100,Participating Unit,Yes,No,DEXZEL_1_UNIT,Western Power and Steam Cogeneration,36.8,PGAE,"Western Power and Steam, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,11/30/1989,,30,A,,9.988313885,8.07742582,8.142450582,8.207475344,13,37,1,1,3.17,56.63144622,2576
40100,Participating Unit,Yes,No,CHEVCO_6_UNIT 1,CHEVRON USA (COALINGA),19,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,1/17/1986,,19,A,,9.929203496,8.018315431,8.083340193,8.148364955,7,19,1,1,3.17,29.23906191,1330
40300,Participating Unit,Yes,No,CHEVCY_1_UNIT,CHEVRON USA (CYMRIC),24.3,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,10/15/1982,,24.3,A,,9.929203496,8.018315431,8.083340193,8.148364955,9,25,1,1,3.17,37.39522128,1701
40400,Participating Unit,Yes,No,DISCOV_1_CHEVRN,CHEVRON USA (EASTRIDGE),56.2,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,6/13/1988,,56.2,A,,9.929203496,8.018315431,8.083340193,8.148364955,20,57,1,1,3.17,86.48606732,3934
40500,Participating Unit,Yes,No,CHEVCD_6_UNIT,CHEVRON USA (TAFT/CADET),11.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,7/26/1982,,11.5,A,,9.929203496,8.018315431,8.083340193,8.148364955,5,12,1,1,3.17,17.69732694,805
93300,Participating Unit,No,Yes,AGRICO_6_PL3N5,FRESNO PEAKER PLANT,22.69,PGAE,"Fresno Cogeneration Partners, LP",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,8/30/2006,,21.23,A,,9.929203496,8.018315431,8.083340193,8.148364955,8,23,1,1,3.17,34.91759551,1588.3
49200,Participating Unit,Yes,No,GRNLF2_1_UNIT,GREENLEAF UNIT #2,63.75,PGAE,12C021,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,10/12/1989,,63.75,A,,9.929203496,8.018315431,8.083340193,8.148364955,23,64,1,1,3.17,98.10474719,4462.5
63000,Participating Unit,Yes,No,KINGCO_1_KINGBR,"PE - KES KINGSBURG,LLC",34.5,PGAE,"KES Kingsburg, L.P.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/5/1990,,40,A,,9.929203496,8.018315431,8.083340193,8.148364955,13,35,1,1,3.17,53.09198083,2415
64800,Participating Unit,Yes,No,STAUFF_1_UNIT,RHODIA INC. (RHONE-POULENC),4.6,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,6/1/1977,,4.6,A,,9.929203496,8.018315431,8.083340193,8.148364955,2,5,1,1,3.17,7.078930777,322
66300,Participating Unit,No,No,SALIRV_2_UNIT,SALINAS RIVER COGENERATION,57,PGAE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,10/11/1991,,45,A,,9.929203496,8.018315431,8.083340193,8.148364955,20,57,1,1,3.17,87.71718572,3990
67400,Participating Unit,Yes,No,SGREGY_6_SANGER,"SANGER POWER, LLC",48.3,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/11/1990,,48.3,A,,9.929203496,8.018315431,8.083340193,8.148364955,17,49,1,1,3.17,74.32877316,3381
