Gen
BusNum,BusName,AreaName,ID,Status,AGC,MW,MWMin,MWMax,CostModel,FixedCostInd,FixedCostDep,CubicB,CubicC,CubicD,FuelCost,VariableOM,FuelType,UnitType,CostShift,CostMultiplier,BidMW:0,BidMWHr:0,BidMW:1,BidMWHr:1,BidMW:2,BidMWHr:2,BidMW:3,BidMWHr:3,BidMW:4,BidMWHr:4,BidMW:5,BidMWHr:5,BidMW:6,BidMWHr:6,BidMW:7,BidMWHr:7,BidMW:8,BidMWHr:8,BidMW:9,BidMWHr:9,BidMW:10,BidMWHr:10,BidMW:11,BidMWHr:11,BidMW:12,BidMWHr:12,BidMW:13,BidMWHr:13,BidMW:14,BidMWHr:14,BidMW:15,BidMWHr:15,BidMW:16,BidMWHr:16,BidMW:17,BidMWHr:17,BidMW:18,BidMWHr:18,BidMW:19,BidMWHr:19
1072,ODESSA 1 1,Far West,1,Closed,YES,191.59,57.64,192.13,Cubic,888.20,0.00,4.829,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,57.64,18.19,84.54,18.27,111.44,18.34,138.33,18.42,165.23,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,ODESSA 1 2,Far West,1,Closed,YES,191.59,57.64,192.13,Cubic,888.20,0.00,4.829,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,57.64,18.19,84.54,18.27,111.44,18.34,138.33,18.42,165.23,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,ODESSA 1 3,Far West,1,Closed,YES,191.59,57.64,192.13,Cubic,888.20,0.00,4.829,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,57.64,18.19,84.54,18.27,111.44,18.34,138.33,18.42,165.23,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,ODESSA 1 4,Far West,1,Closed,YES,191.59,57.64,192.13,Cubic,888.20,0.00,4.829,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,57.64,18.19,84.54,18.27,111.44,18.34,138.33,18.42,165.23,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,ODESSA 1 5,Far West,1,Open,YES,0.00,57.64,192.13,Cubic,888.20,0.00,4.829,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,57.64,18.19,84.54,18.27,111.44,18.34,138.33,18.42,165.23,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,ODESSA 1 6,Far West,1,Open,YES,0.00,57.64,192.13,Cubic,888.20,0.00,4.829,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,57.64,18.19,84.54,18.27,111.44,18.34,138.33,18.42,165.23,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,ODESSA 1 7,Far West,1,Closed,YES,95.23,28.65,95.50,Cubic,743.25,0.00,4.699,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,28.65,17.60,42.02,17.64,55.39,17.68,68.76,17.72,82.13,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,ODESSA 1 8,Far West,1,Closed,YES,95.23,28.65,95.50,Cubic,743.25,0.00,4.699,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,28.65,17.60,42.02,17.64,55.39,17.68,68.76,17.72,82.13,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,ODESSA 1 9,Far West,1,Closed,YES,95.23,28.65,95.50,Cubic,743.25,0.00,4.699,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,28.65,17.60,42.02,17.64,55.39,17.68,68.76,17.72,82.13,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,ODESSA 1 10,Far West,1,Open,YES,0.00,85.95,286.50,Cubic,1029.75,0.00,4.955,0.0004,0.00000,3.723,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,85.95,18.76,126.06,18.88,166.17,19.00,206.28,19.11,246.39,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,FORT STOCKTON 2 0,Far West,1,Closed,NO,112.50,45.00,150.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,45.00,0.00,66.00,0.00,87.00,0.00,108.00,0.00,129.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,BIG SPRING 2 0,Far West,1,Closed,NO,86.62,34.65,115.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,34.65,0.00,50.82,0.00,66.99,0.00,83.16,0.00,99.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,MCCAMEY 2 0,Far West,1,Closed,NO,56.25,22.50,75.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,22.50,0.00,33.00,0.00,43.50,0.00,54.00,0.00,64.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,GOLDSMITH 0,Far West,1,Closed,NO,114.37,45.75,152.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,45.75,0.00,67.10,0.00,88.45,0.00,109.80,0.00,131.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,GOLDSMITH 0,Far West,2,Closed,NO,27.00,10.80,36.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,10.80,0.00,15.84,0.00,20.88,0.00,25.92,0.00,30.96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SAVOY 2,North,1,Open,YES,0.00,117.54,391.80,Cubic,1187.70,0.00,5.096,0.0004,0.00000,5.395,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,117.54,28.11,172.39,28.35,227.24,28.58,282.10,28.81,336.95,29.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,SAVOY 3,North,1,Open,YES,0.00,117.54,391.80,Cubic,1187.70,0.00,5.096,0.0004,0.00000,5.395,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,117.54,28.11,172.39,28.35,227.24,28.58,282.10,28.81,336.95,29.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SAVOY 4,North,1,Open,YES,0.00,117.54,391.80,Cubic,1187.70,0.00,5.096,0.0004,0.00000,5.395,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,117.54,28.11,172.39,28.35,227.24,28.58,282.10,28.81,336.95,29.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PANHANDLE 2 2,North,1,Closed,NO,150.45,60.18,200.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,60.18,0.00,88.26,0.00,116.35,0.00,144.43,0.00,172.52,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PANHANDLE 4 2,North,1,Open,NO,0.00,65.40,218.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,65.40,0.00,95.92,0.00,126.44,0.00,156.96,0.00,187.48,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PARIS 2 2,North,1,Closed,YES,83.10,25.00,83.33,Cubic,724.99,0.00,4.683,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,25.00,17.08,36.67,17.11,48.33,17.14,60.00,17.18,71.66,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PARIS 2 3,North,1,Closed,YES,166.20,50.00,166.67,Cubic,850.01,0.00,4.794,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,50.00,17.57,73.33,17.64,96.67,17.71,120.00,17.77,143.34,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,PANHANDLE 3 1,North,1,Closed,NO,59.70,23.88,79.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,23.88,0.00,35.02,0.00,46.17,0.00,57.31,0.00,68.46,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,WICHITA FALLS 1 2,North,1,Open,YES,0.00,1.80,6.00,Cubic,236.16,0.00,8.017,0.0008,0.00000,2.154,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,1.80,17.28,2.64,17.28,3.48,17.28,4.32,17.29,5.16,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,WICHITA FALLS 1 3,North,1,Closed,YES,573.57,216.00,720.00,Cubic,1398.51,0.00,8.017,0.0008,0.00000,2.154,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,216.00,18.24,316.80,18.60,417.60,18.97,518.40,19.34,619.20,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,WHITE DEER 1,North,1,Closed,NO,60.00,24.00,80.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,24.00,0.00,35.20,0.00,46.40,0.00,57.60,0.00,68.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,VERNON 1 1,North,1,Closed,NO,101.55,40.62,135.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,40.62,0.00,59.58,0.00,78.53,0.00,97.49,0.00,116.44,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,ARCHER 2 1,North,1,Closed,NO,112.50,45.00,150.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,45.00,0.00,66.00,0.00,87.00,0.00,108.00,0.00,129.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,JAYTON 3,North,1,Closed,NO,22.50,9.00,30.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,9.00,0.00,13.20,0.00,17.40,0.00,21.60,0.00,25.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,MUENSTER 1 1,North,1,Closed,NO,84.38,33.75,112.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,33.75,0.00,49.50,0.00,65.25,0.00,81.00,0.00,96.75,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,WICHITA FALLS 2 1,North,1,Closed,YES,19.94,6.00,20.00,Cubic,630.00,0.00,4.598,0.0004,0.00000,3.487,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,6.00,16.05,8.80,16.06,11.60,16.07,14.40,16.08,17.20,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,WICHITA FALLS 2 2,North,1,Open,YES,0.00,6.00,20.00,Cubic,630.00,0.00,4.598,0.0004,0.00000,3.487,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,6.00,16.05,8.80,16.06,11.60,16.07,14.40,16.08,17.20,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,WICHITA FALLS 2 3,North,1,Open,YES,0.00,12.00,40.00,Cubic,660.00,0.00,4.625,0.0004,0.00000,3.487,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,12.00,16.17,17.60,16.18,23.20,16.20,28.80,16.21,34.40,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,ARCHER 1 1,North,1,Closed,NO,50.70,20.28,67.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,20.28,0.00,29.74,0.00,39.21,0.00,48.67,0.00,58.14,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,PANHANDLE 5 1,North,1,Open,NO,0.00,3.00,10.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,3.00,0.00,4.40,0.00,5.80,0.00,7.20,0.00,8.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,PANHANDLE 5 2,North,1,Open,NO,0.00,23.85,79.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,23.85,0.00,34.98,0.00,46.11,0.00,57.24,0.00,68.37,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,RALLS 1 3,North,1,Closed,NO,7.50,3.00,10.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,3.00,0.00,4.40,0.00,5.80,0.00,7.20,0.00,8.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,RALLS 1 4,North,1,Closed,NO,112.50,45.00,150.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,45.00,0.00,66.00,0.00,87.00,0.00,108.00,0.00,129.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,SHERMAN 1 2,North,1,Open,YES,0.00,80.32,267.73,Cubic,1001.59,0.00,4.930,0.0004,0.00000,5.395,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,80.32,27.02,117.80,27.18,155.29,27.34,192.77,27.50,230.25,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,SHERMAN 1 3,North,1,Open,YES,0.00,80.32,267.73,Cubic,1001.59,0.00,4.930,0.0004,0.00000,5.395,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,80.32,27.02,117.80,27.18,155.29,27.34,192.77,27.50,230.25,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,SHERMAN 1 4,North,1,Open,YES,0.00,80.32,267.73,Cubic,1001.59,0.00,4.930,0.0004,0.00000,5.395,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,80.32,27.02,117.80,27.18,155.29,27.34,192.77,27.50,230.25,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,PARIS 1 2,North,1,Closed,YES,184.20,55.41,184.72,Cubic,877.08,0.00,4.819,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,55.41,17.68,81.27,17.75,107.13,17.83,133.00,17.90,158.86,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,PARIS 1 3,North,1,Closed,YES,184.20,55.41,184.72,Cubic,877.08,0.00,4.819,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,55.41,17.68,81.27,17.75,107.13,17.83,133.00,17.90,158.86,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,PARIS 1 4,North,1,Closed,YES,184.20,55.41,184.72,Cubic,877.08,0.00,4.819,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,55.41,17.68,81.27,17.75,107.13,17.83,133.00,17.90,158.86,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,PARIS 1 5,North,1,Closed,YES,184.20,55.41,184.72,Cubic,877.08,0.00,4.819,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,55.41,17.68,81.27,17.75,107.13,17.83,133.00,17.90,158.86,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,PARIS 1 6,North,1,Closed,YES,184.20,55.41,184.72,Cubic,877.08,0.00,4.819,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,55.41,17.68,81.27,17.75,107.13,17.83,133.00,17.90,158.86,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,PARIS 1 7,North,1,Closed,YES,184.20,55.41,184.72,Cubic,877.08,0.00,4.819,0.0004,0.00000,3.628,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,55.41,17.68,81.27,17.75,107.13,17.83,133.00,17.90,158.86,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,PANHANDLE 1 0,North,1,Closed,NO,136.28,54.51,181.70,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,54.51,0.00,79.95,0.00,105.39,0.00,130.82,0.00,156.26,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,MIAMI 0,North,1,Closed,NO,216.45,86.58,288.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,86.60,0.00,127.00,0.00,167.40,0.00,207.80,0.00,248.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,SWEETWATER 4 1,West,1,Closed,NO,28.13,11.25,37.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,11.25,0.00,16.50,0.00,21.75,0.00,27.00,0.00,32.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
