fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax
10025,10344,0,0.734510627,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10710,0,1.262118391,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10558,0,6.031837026,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10750,0,1.382707416,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10859,0,0.15470666,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10570,0,9.043159647,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10683,0,2.614364262,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10811,0,5.561574336,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,10944,0,17.43886608,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,13175,0,6.480582653,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,13177,0,5.952979623,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10025,13499,0,5.939005585,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,20390,0,13.3638035,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,20007,0,18.23253937,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13698,0,2.641561455,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13693,0,0.270047073,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13684,0,2.292073457,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13669,0,0.96322261,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13518,0,2.845252491,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13509,0,4.044625707,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13475,0,3.384282,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13265,0,0.368864797,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10093,0,0.065204513,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13181,0,0.825243912,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13183,0,1.927465328,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13034,0,2.88296201,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,11077,0,5.034431975,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10035,0,0.006313514,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,11041,0,11.96992296,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,11014,0,6.953581398,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10930,0,0.862902659,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10525,0,16.0998167,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10919,0,6.701154616,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10908,0,4.082051728,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10209,0,1.847607746,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10344,0,2.121008656,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10710,0,4.357786411,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10558,0,19.9304861,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10750,0,4.823762148,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10859,0,0.597168706,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10683,0,3.674014905,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10811,0,5.933089705,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,10944,0,10.84040186,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13175,0,1.486646245,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13177,0,1.459947913,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10033,13499,0,2.43013744,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,20390,0,20.21936748,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13698,0,4.089649389,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13693,0,0.343837996,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13684,0,3.51450979,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13669,0,1.468216299,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13518,0,4.233725193,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13509,0,6.365262743,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13475,0,5.369092144,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13265,0,0.518462551,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10093,0,0.408974437,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13181,0,1.150135459,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13183,0,2.790651145,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13034,0,4.167049846,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10930,0,10.27693952,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10908,0,10.80044702,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10209,0,17.96141653,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10344,0,14.94809287,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10859,0,6.665445697,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10683,0,7.438663799,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10811,0,10.79244187,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,10944,0,17.39477529,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13175,0,2.078629976,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13177,0,2.05071646,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10035,13499,0,3.692071426,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,20487,0,14.19046386,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,20439,0,10.87958549,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,20428,0,12.27496174,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,20390,0,4.24775369,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,30390,0,21.12625906,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,20007,0,5.515730404,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13698,0,0.868234477,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13693,0,0.264585001,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13684,0,0.734997454,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13669,0,0.365612567,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13366,0,8.376147879,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13518,0,0.775586079,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13509,0,1.362935524,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13475,0,1.161596451,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13415,0,8.13146242,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13265,0,0.065450621,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13181,0,0.060741041,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13183,0,0.023177606,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13034,0,0.476813711,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,11077,0,6.970831846,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10768,0,17.91995909,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,11041,0,16.82502479,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,11014,0,9.807208383,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10965,0,15.62940906,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10930,0,2.36335025,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10919,0,12.20432325,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10908,0,2.405769514,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10209,0,4.114579563,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10344,0,3.434944388,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10710,0,6.134675341,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10750,0,7.054705785,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10859,0,1.524406777,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10570,0,14.49696128,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10683,0,1.654648863,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10609,0,8.631447079,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10811,0,2.363104432,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10944,0,3.74569384,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,10607,0,7.579068198,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13175,0,0.33211819,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13177,0,0.169896179,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10093,13499,0,0.790540923,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,74235,0,10.43830549,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13698,0,4.005770781,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13693,0,6.497999118,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13684,0,3.969218984,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13669,0,2.89547887,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13518,0,7.175944999,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13509,0,4.93718076,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13475,0,3.801403498,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13265,0,1.830668471,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13181,0,4.737840063,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13183,0,18.11539628,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13034,0,20.93179524,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,11077,0,0.582666927,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,11041,0,1.365071856,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,11014,0,0.792443438,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10600,0,16.01016204,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10930,0,0.669242495,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10525,0,1.647873301,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10919,0,0.691939786,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10908,0,0.830043349,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10344,0,0.110701355,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10710,0,0.494074557,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10558,0,2.393388823,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10750,0,0.543541002,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10859,0,0.109007535,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10570,0,3.59492202,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10683,0,1.197265475,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10609,0,13.61269664,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10811,0,2.721240674,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10944,0,10.6867862,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10607,0,18.77504054,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,10677,0,10.38508071,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13175,0,7.795240133,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13177,0,7.324954884,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10209,13499,0,5.410224449,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13698,0,5.51135209,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13693,0,5.457336567,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13684,0,5.168799166,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13669,0,2.672250422,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13518,0,7.964066773,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13509,0,7.408718006,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13475,0,5.873830331,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13265,0,1.600780564,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13181,0,3.9972838,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13183,0,15.24294539,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,13034,0,18.6544385,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,11077,0,1.346860987,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,11041,0,3.155138595,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,11014,0,1.831246993,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10930,0,0.899737592,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10525,0,3.889907198,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10919,0,1.625766729,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10908,0,1.829018188,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10710,0,1.137865238,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10558,0,5.518641806,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10750,0,1.2608206,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10859,0,0.230768952,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10570,0,8.139383488,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10683,0,2.49561835,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10811,0,5.361996318,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
10344,10944,0,17.30694161,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
