,GEOID,Name,MW
1912,20021,Cherokee,82.72
1913,5001,Arkansas,70.58
1914,5003,Ashley,77.17
1915,5005,Baxter,129.37
1916,5065,Izard,32
1917,5049,Fulton,52.02
1918,5089,Marion,80.95
1919,5007,Benton,635.61
1920,5143,Washington,817.89
1921,5087,Madison,69.79
1922,5101,Newton,29.21
1923,5011,Bradley,46.65
1924,5103,Ouachita,92.43
1925,5013,Calhoun,18
1926,5039,Dallas,35.35
1927,5017,Chicot,37.03
1928,5041,Desha,57.36
1929,5059,Hot Spring,129.41
1930,5019,Clark,81.18
1931,5023,Cleburne,98.96
1932,5063,Independence,123.95
1933,5145,White,259.75
1934,5137,Stone,42.75
1935,5141,Van Buren,53.09
1936,5025,Cleveland,27.01
1937,5069,Jefferson,261.86
1938,5079,Lincoln,60.65
1939,5027,Columbia,95.03
1940,5073,Lafayette,53.34
1941,5115,Pope,210.54
1942,5045,Faulkner,418.23
1943,5029,Conway,59.46
1944,5105,Perry,41.57
1945,5031,Craighead,293.03
1946,5093,Mississippi,168.4
1947,5111,Poinsett,88.26
1948,5033,Crawford,215.09
1949,5047,Franklin,71.46
1950,5131,Sebastian,426.45
1951,5123,St. Francis,114.04
1952,5037,Cross,55.6
1953,5043,Drew,59.26
1954,5119,Pulaski,1375.29
1955,5085,Lonoke,268.02
1956,5083,Logan,72.49
1957,5135,Sharp,66.97
1958,5051,Garland,342.53
1959,5125,Saline,301.69
1960,5053,Grant,115.34
1961,5099,Nevada,33.82
1962,5057,Hempstead,82.77
1963,5061,Howard,40.96
1964,5097,Montgomery,33.76
1965,5109,Pike,33.61
1966,5133,Sevier,65.01
1967,5113,Polk,77.44
1968,5067,Jackson,72.34
1969,5147,Woodruff,23.84
1970,5071,Johnson,92.9
1971,5075,Lawrence,61.27
1972,5121,Randolph,69.05
1973,5077,Lee,37.04
1974,5107,Phillips,69.92
1975,5081,Little River,72.55
1976,5127,Scott,44.89
1977,5149,Yell,93.42
1978,5117,Prairie,37.09
1979,5129,Searcy,29.44
1980,5091,Miller,130.75
1981,5095,Monroe,28.98
1982,5139,Union,144.58
1983,40079,Le Flore,215.81
1984,22111,Union,78.01
1985,22001,Acadia,343.07
1986,22097,St. Landry,413.85
1987,22055,Lafayette,715.84
1988,22053,Jefferson Davis,95.38
1989,22113,Vermilion,313.09
1990,22003,Allen,91.6
1991,22039,Evangeline,144.42
1992,22115,Vernon,192.35
1993,22005,Ascension,482.85
1994,22033,East Baton Rouge,1325.71
1995,22063,Livingston,656.95
1996,22007,Assumption,94.12
1997,22101,St. Mary,225.78
1998,22099,St. Martin,263.9
1999,22057,Lafourche,449.64
2000,22009,Avoyelles,142.81
2001,22079,Rapides,524.11
2002,22029,Concordia,76.96
2003,22019,Calcasieu,724.12
2004,22011,Beauregard,132.18
2005,22013,Bienville,50.78
2006,22061,Lincoln,192.29
2007,22049,Jackson,100.82
2008,22119,Webster,146.54
2009,22027,Claiborne,59.95
2010,22069,Natchitoches,176.94
2011,22015,Bossier,541.58
2012,22017,Caddo,939.95
2013,22031,De Soto,171.35
2014,22023,Cameron,146.48
2015,22021,Caldwell,46.13
2016,22059,LaSalle,66.64
2017,22025,Catahoula,55.92
2018,22121,West Baton Rouge,160.95
2019,22047,Iberville,302.49
2020,22037,East Feliciana,99.2
2021,22125,West Feliciana,77.35
2022,22035,East Carroll,44.07
2023,22065,Madison,74.26
2024,22041,Franklin,70.61
2025,22043,Grant,74.87
2026,22127,Winn,64.69
2027,22045,Iberia,253.79
2028,22077,Pointe Coupee,93.19
2029,22051,Jefferson,1234.46
2030,22075,Plaquemines,395.16
2031,22071,Orleans,1345.57
2032,22089,St. Charles,374.07
2033,22109,Terrebonne,420.27
2034,22105,Tangipahoa,482.01
2035,22091,St. Helena,43.28
2036,22067,Morehouse,157.99
2037,22081,Red River,38.48
2038,22087,St. Bernard,226.53
2039,22073,Ouachita,577.82
2040,22083,Richland,74.18
2041,22085,Sabine,91.25
2042,22095,St. John the Baptist,238.02
2043,22093,St. James,70.2
2044,22103,St. Tammany,936.48
2045,22117,Washington,209.6
2046,22107,Tensas,28.09
2047,22123,West Carroll,25.7
2048,48387,Red River,6.45
2049,48037,Bowie,238.58
2050,48067,Cass,176.14
2051,48459,Upshur,120.68
2052,48063,Camp,42.41
2053,48315,Marion,56.24
2054,48343,Morris,23.51
2055,48183,Gregg,383.78
2056,48423,Smith,37.6
2057,48203,Harrison,319.96
2058,48291,Liberty,128.66
2059,48199,Hardin,195.75
2060,48241,Jasper,157.79
2061,48351,Newton,56.71
2062,48361,Orange,361.61
2063,48245,Jefferson,745.52
2064,48339,Montgomery,60.09
2065,48407,San Jacinto,69.14
2066,48403,Sabine,36.63
2067,48365,Panola,104.11
2068,48419,Shelby,79.07
2069,48373,Polk,160.85
2070,48405,San Augustine,31.76
2071,48471,Walker,121.1
2072,48455,Trinity,51.49
2073,48457,Tyler,65.8
2074,48499,Wood,18.1
2075,48449,Titus,0
2076,48401,Rusk,0
2077,48369,Parmer,16.33
2078,48079,Cochran,8.94
2079,48017,Bailey,31.7
2080,48111,Dallam,28.24
2081,48205,Hartley,16.17
2082,48129,Donley,2.05
2083,48179,Gray,4.31
2084,48165,Gaines,80.59
2085,48501,Yoakum,10.61
2086,48189,Hale,127.76
2087,48279,Lamb,23.45
2088,48195,Hansford,20.54
2089,48211,Hemphill,14.31
2090,48219,Hockley,124.47
2091,48303,Lubbock,878.61
2092,48445,Terry,48.44
2093,48233,Hutchinson,63.29
2094,48295,Lipscomb,11.88
2095,48305,Lynn,73.94
2096,48421,Sherman,20.77
2097,48341,Moore,66.86
2098,48375,Potter,16.8
2099,48381,Randall,161.23
2100,40139,Texas,70.07
2101,35009,Curry,172.98
2102,35025,Lea,229.75
2103,35037,Quay,27.38
2104,35041,Roosevelt,68.53
2105,35059,Union,2.29
2106,40021,Cherokee,147.47
2107,40135,Sequoyah,157.9
2108,40001,Adair,84.02
2109,40003,Alfalfa,17.4
2110,40151,Woods,34.45
2111,40005,Atoka,53.94
2112,40023,Choctaw,53.83
2113,40069,Johnston,33.51
2114,40121,Pittsburg,167.05
2115,40007,Beaver,22.19
2116,40059,Harper,14.11
2117,40009,Beckham,47.45
2118,40149,Washita,59.88
2119,40129,Roger Mills,28.67
2120,40043,Dewey,12.3
2121,40011,Blaine,34.65
2122,40015,Caddo,98.29
2123,40093,Major,38.29
2124,40039,Custer,87.57
2125,40013,Bryan,136.84
2126,48147,Fannin,2.84
2127,40075,Kiowa,52.51
2128,40017,Canadian,498.04
2129,40051,Grady,238.43
2130,40087,McClain,183.27
2131,40109,Oklahoma,2415.48
2132,40019,Carter,158.05
2133,40067,Jefferson,20.17
2134,40085,Love,44.09
2135,40101,Muskogee,263.61
2136,40097,Mayes,149.38
2137,40127,Pushmataha,47.7
2138,40089,McCurtain,116.3
2139,40025,Cimarron,8.48
2140,40027,Cleveland,834.32
2141,40081,Lincoln,182.6
2142,40125,Pottawatomie,224.07
2143,40123,Pontotoc,131.41
2144,40029,Coal,29.32
2145,40031,Comanche,415.26
2146,40033,Cotton,45.23
2147,40137,Stephens,143.96
2148,40035,Craig,73.74
2149,40131,Rogers,300.13
2150,40105,Nowata,57.17
2151,40037,Creek,254.44
2152,40111,Okmulgee,146.15
2153,40113,Osage,346.21
2154,40143,Tulsa,1826.55
2155,40119,Payne,218.59
2156,40153,Woodward,72.52
2157,40045,Ellis,17.8
2158,40047,Garfield,213.69
2159,40083,Logan,165.77
2160,40099,Murray,46.68
2161,40049,Garvin,112.73
2162,40053,Grant,13.74
2163,40055,Greer,23.7
2164,40065,Jackson,86.86
2165,40057,Harmon,9.34
2166,40061,Haskell,39.88
2167,40063,Hughes,55.59
2168,40133,Seminole,80.65
2169,48337,Montague,3.2
2170,40071,Kay,176.7
2171,40073,Kingfisher,48.36
2172,40077,Latimer,30.82
2173,40095,Marshall,62
2174,40091,McIntosh,101.21
2175,40117,Pawnee,72.49
2176,40103,Noble,54.06
2177,40107,Okfuskee,35.85
2178,40147,Washington,153.2
2179,20189,Stevens,21.19
2180,40141,Tillman,28.04
2181,40145,Wagoner,395.89
2182,20205,Wilson,42.21
2183,20133,Neosho,47.46
2184,20003,Anderson,30.34
2185,20001,Allen,44.48
2186,20011,Bourbon,51.12
2187,20059,Franklin,81.55
2188,20005,Atchison,69.39
2189,20085,Jackson,39.82
2190,20013,Brown,25.23
2191,20087,Jefferson,82.36
2192,20007,Barber,16.49
2193,20009,Barton,81.17
2194,20185,Stafford,30.78
2195,20053,Ellsworth,19.13
2196,20167,Russell,21.04
2197,20131,Nemaha,33.98
2198,20015,Butler,289.9
2199,20035,Cowley,93.93
2200,20115,Marion,40.3
2201,20079,Harvey,108.04
2202,20017,Chase,7.37
2203,20127,Morris,24.89
2204,20111,Lyon,109.18
2205,20019,Chautauqua,12.21
2206,20049,Elk,6.06
2207,20125,Montgomery,97.87
2208,20037,Crawford,95.1
2209,20099,Labette,79.05
2210,20023,Cheyenne,9.49
2211,20181,Sherman,20.01
2212,20025,Clark,10.72
2213,20057,Ford,111.88
2214,20033,Comanche,6.54
2215,20041,Dickinson,55.45
2216,20027,Clay,33.66
2217,20029,Cloud,32.68
2218,20123,Mitchell,24.93
2219,20031,Coffey,26.27
2220,20207,Woodson,12.31
2221,20191,Sumner,110.12
2222,20153,Rawlins,7.69
2223,20039,Decatur,10.59
2224,20169,Saline,196.42
2225,20061,Geary,113.79
2226,20143,Ottawa,22.8
2227,20045,Douglas,332.97
2228,20177,Shawnee,592.11
2229,20139,Osage,57.8
2230,20097,Kiowa,9.73
2231,20047,Edwards,9.91
2232,20073,Greenwood,25.48
2233,20195,Trego,18.25
2234,20051,Ellis,88.45
2235,20165,Rush,11.26
2236,20163,Rooks,18.51
2237,20113,McPherson,102.54
2238,20159,Rice,32.5
2239,20055,Finney,126.7
2240,20069,Gray,17.02
2241,20093,Kearny,13.48
2242,20171,Scott,16.86
2243,20119,Meade,16.83
2244,20161,Riley,260.45
2245,20101,Lane,5.94
2246,20063,Gove,9.95
2247,20109,Logan,10.33
2248,20135,Ness,10
2249,20065,Graham,7.66
2250,20137,Norton,20.6
2251,20147,Phillips,20.27
2252,20187,Stanton,7.72
2253,20067,Grant,27.5
2254,20071,Greeley,4.23
2255,20075,Hamilton,8.95
2256,20077,Harper,20.97
2257,20155,Reno,211.3
2258,20173,Sedgwick,1597.49
2259,20081,Haskell,15.66
2260,20145,Pawnee,23.96
2261,20083,Hodgeman,5.63
2262,20149,Pottawatomie,66.86
2263,20157,Republic,18.38
2264,20089,Jewell,11
2265,31129,Nuckolls,16.75
2266,20095,Kingman,40.17
2267,20105,Lincoln,12.48
2268,20107,Linn,27.61
2269,20203,Wichita,7.69
2270,20199,Wallace,5.26
2271,20117,Marshall,32.68
2272,20129,Morton,11.4
2273,20141,Osborne,13.16
2274,20151,Pratt,30.33
2275,20193,Thomas,28.63
2276,20175,Seward,76.5
2277,20197,Wabaunsee,20.79
2278,20179,Sheridan,5.84
2279,20183,Smith,9.15
2280,20201,Washington,16.47
2281,31001,Adams,122.87
2282,31181,Webster,12.27
2283,31035,Clay,22.34
2284,31079,Hall,113.9
2285,31003,Antelope,31.13
2286,31107,Knox,34.36
2287,31089,Holt,40.53
2288,31139,Pierce,22.37
2289,31119,Madison,148.49
2290,31005,Arthur,1.53
2291,31075,Grant,3.05
2292,31031,Cherry,30.36
2293,31123,Morrill,23.82
2294,31105,Kimball,14.95
2295,31157,Scotts Bluff,109.66
2296,31007,Banner,16.29
2297,56021,Laramie,6.15
2298,31033,Cheyenne,38
2299,31009,Blaine,1.72
2300,31011,Boone,18.97
2301,31141,Platte,93.68
2302,31013,Box Butte,44.9
2303,31015,Boyd,8.15
2304,31017,Brown,11.66
2305,31149,Rock,6.73
2306,31019,Buffalo,147.18
2307,31041,Custer,51.94
2308,31099,Kearney,54.93
2309,31021,Burt,19.41
2310,31177,Washington,153.77
2311,31039,Cuming,37.45
2312,31053,Dodge,141.25
2313,31023,Butler,30.92
2314,31143,Polk,49.24
2315,31155,Saunders,95.94
2316,31131,Otoe,68.45
2317,31109,Lancaster,1118.01
2318,31025,Cass,79.86
2319,31027,Cedar,51.56
2320,31051,Dixon,15.36
2321,31179,Wayne,39.4
2322,46135,Yankton,72.76
2323,31029,Chase,15.8
2324,31057,Dundy,7.31
2325,31091,Hooker,3.39
2326,31171,Thomas,2.61
2327,31081,Hamilton,95.17
2328,31167,Stanton,16.38
2329,31037,Colfax,38.99
2330,31173,Thurston,21.13
2331,31163,Sherman,12.33
2332,31111,Lincoln,139.61
2333,31047,Dawson,81.84
2334,31045,Dawes,34.98
2335,31161,Sheridan,10.1
2336,31073,Gosper,11.21
2337,31063,Frontier,15.29
2338,31153,Sarpy,723.24
2339,31169,Thayer,20.62
2340,31059,Fillmore,22.24
2341,31151,Saline,52.24
2342,31061,Franklin,10.79
2343,31083,Harlan,17.14
2344,31145,Red Willow,41.37
2345,31065,Furnas,12
2346,31067,Gage,78.41
2347,31095,Jefferson,31
2348,31097,Johnson,20.71
2349,31069,Garden,8.67
2350,31071,Garfield,9.38
2351,31077,Greeley,7.61
2352,31183,Wheeler,3.28
2353,31121,Merrick,83.07
2354,31185,York,43.75
2355,31137,Phelps,31.58
2356,31087,Hitchcock,10.8
2357,31085,Hayes,5.34
2358,31093,Howard,21.66
2359,31125,Nance,17.35
2360,31101,Keith,32.52
2361,31103,Keya Paha,2.34
2362,31113,Logan,3.34
2363,31115,Loup,1.94
2364,31117,McPherson,1.69
2365,31127,Nemaha,24.63
2366,31147,Richardson,31.75
2367,31133,Pawnee,9.74
2368,31135,Perkins,11.56
2369,31165,Sioux,18.48
2370,31159,Seward,55.07
2371,31175,Valley,15.54
2372,31049,Deuel,5.24
2373,46111,Sanborn,10.24
2374,46003,Aurora,10.05
2375,46073,Jerauld,6.82
2376,46005,Beadle,69.25
2377,46077,Kingsbury,15
2378,46059,Hand,13.54
2379,46007,Bennett,12.07
2380,46102,Oglala Lakota,10.84
2381,46095,Mellette,8.43
2382,46071,Jackson,9.97
2383,46009,Bon Homme,33.02
2384,46067,Hutchinson,21.2
2385,46039,Deuel,18.25
2386,46013,Brown,137.29
2387,46037,Day,14.64
2388,46115,Spink,26.68
2389,46045,Edmunds,14.44
2390,46015,Brule,22.01
2391,46023,Charles Mix,37.74
2392,46017,Buffalo,6.42
2393,46089,McPherson,9.9
2394,46129,Walworth,5.84
2395,46021,Campbell,4.31
2396,46043,Douglas,8.74
2397,46057,Hamlin,22.21
2398,46025,Clark,11.47
2399,46029,Codington,105.08
2400,46083,Lincoln,189.96
2401,46125,Turner,26.02
2402,46027,Clay,53.35
2403,46031,Corson,30.17
2404,46105,Perkins,11.61
2405,46041,Dewey,21.23
2406,46061,Hanson,14.09
2407,46035,Davison,76.51
2408,46091,Marshall,19
2409,46109,Roberts,42.61
2410,46107,Potter,10.43
2411,46049,Faulk,10.47
2412,46051,Grant,26.9
2413,46053,Gregory,16.6
2414,46055,Haakon,9.58
2415,46063,Harding,3.81
2416,46065,Hughes,35.21
2417,46119,Sully,35.25
2418,46087,McCook,21.58
2419,46069,Hyde,4.74
2420,46075,Jones,3.7
2421,46101,Moody,36.92
2422,46079,Lake,39.32
2423,46117,Stanley,10.96
2424,46085,Lyman,11.45
2425,46121,Todd,34.44
2426,46123,Tripp,22.29
2427,46097,Miner,7.62
2428,46137,Ziebach,5.43
2429,38001,Adams,6.77
2430,38041,Hettinger,9.2
2431,38003,Barnes,37.18
2432,38091,Steele,7.9
2433,38073,Ransom,17.92
2434,38093,Stutsman,70.68
2435,38071,Ramsey,43.29
2436,38005,Benson,16.84
2437,38103,Wells,12.24
2438,38069,Pierce,15.05
2439,38027,Eddy,9.24
2440,38063,Nelson,10.54
2441,38087,Slope,0.44
2442,38007,Billings,2.78
2443,38089,Stark,81.54
2444,38053,McKenzie,27.67
2445,38025,Dunn,12.5
2446,38009,Bottineau,21.9
2447,38079,Rolette,45.24
2448,38075,Renville,9.91
2449,38049,McHenry,14.74
2450,38011,Bowman,12.51
2451,38013,Burke,6.35
2452,38101,Ward,209.88
2453,38061,Mountrail,20.45
2454,38015,Burleigh,292.76
2455,38059,Morton,71.43
2456,38097,Traill,26.72
2457,38077,Richland,54.93
2458,38019,Cavalier,12.38
2459,38051,McIntosh,5.82
2460,38045,LaMoure,10.65
2461,38021,Dickey,19.94
2462,38105,Williams,72.94
2463,38023,Divide,8.97
2464,38031,Foster,11.67
2465,38029,Emmons,11.64
2466,38033,Golden Valley,5.25
2467,38099,Walsh,34.71
2468,38035,Grand Forks,220.38
2469,38037,Grant,7.69
2470,38085,Sioux,15.07
2471,38039,Griggs,7.41
2472,38043,Kidder,8.33
2473,38047,Logan,11.02
2474,38055,McLean,30.31
2475,38083,Sheridan,5.56
2476,38057,Mercer,22.35
2477,38065,Oliver,10.22
2478,38081,Sargent,11.01
2479,38095,Towner,6.79
2480,30011,Carter,3.76
2481,30017,Custer,39.21
2482,30087,Rosebud,19.58
2483,30079,Prairie,3.95
2484,30075,Powder River,9.11
2485,30019,Daniels,5.76
2486,30105,Valley,23.12
2487,30055,McCone,6.19
2488,30021,Dawson,31.93
2489,30025,Fallon,9.48
2490,30033,Garfield,3.94
2491,30085,Roosevelt,33.02
2492,30071,Phillips,13.21
2493,30083,Richland,27.49
2494,30091,Sheridan,11.26
2495,30109,Wibaux,3.4
